row_id,f1,f2,f3,f4,f5,f6
R00439,-0.45773,2.641317,1.23622,-0.911977,1.273245,-0.2325
R00462,0.972344,0.120297,-0.474109,1.016473,1.230277,2.453177
R00489,2.123075,0.028572,0.577331,0.128553,-1.132358,-0.995946
R00506,-1.420081,0.030133,0.509728,0.610119,-0.408245,1.155222
R00513,1.239517,0.079273,0.305128,0.043907,0.895788,0.165625
R00523,-1.599793,-0.081379,0.85067,-0.297054,1.277069,-1.562283
R00537,-1.352331,-0.143642,-0.568752,-0.369419,0.799493,1.346636
R00539,0.572325,0.115508,-0.836112,-0.924848,-0.535451,-0.731311
R00547,0.26531,2.640874,0.627075,1.218467,0.956589,1.466285
R00571,-2.339304,-0.12996,0.265698,-0.426965,0.874877,-0.21607
R00577,1.048603,0.044176,-0.76984,-0.351644,-0.934746,0.501481
R00581,0.91497,-0.22603,-0.818816,0.930008,-2.249129,0.784337
R00597,0.743675,0.014448,-0.17784,0.032247,1.451327,-0.284594
R00598,0.28185,-0.229547,0.523861,2.070484,-0.420199,-0.053674
R00645,-0.422781,0.182615,0.031278,0.223566,-1.534382,-0.459731
R00648,0.247494,-0.08177,2.060733,-0.100276,-0.044792,0.11971
R00649,-1.468285,-0.07217,0.453294,0.784463,-0.332692,0.61317
R00699,0.395178,0.035965,-0.532084,-0.763343,1.340886,1.404484
R00702,-1.707853,2.42079,0.999819,0.390746,0.503767,1.784079
R00708,0.035425,0.248236,1.535502,-1.054671,0.441539,-1.779199
R00709,2.121524,2.369776,0.214052,-0.68623,1.155495,0.497776
R00720,-0.254902,0.144429,0.149108,0.062524,-0.284063,1.998282
R00730,0.076452,0.186521,-1.900097,-0.562449,-0.822073,-0.608708
R00737,-1.217281,0.31547,-0.450746,-0.10844,0.929196,0.67311
R00747,1.088479,2.654285,0.766656,-1.032573,2.449527,0.310574
R00764,0.216231,0.213692,0.010076,0.726918,-0.419595,-1.180128
R00770,-0.422007,0.050142,0.987369,-0.363316,-0.086886,-2.070214
R00771,1.015813,0.098227,0.006688,-0.921484,-0.045112,-0.457126
R00783,-0.136491,-0.088333,-0.933111,-2.076906,-0.180406,0.447979
R00785,-0.024343,2.752822,0.193937,-1.969478,1.519482,-0.067907
R00010,-0.540428,0.082588,-0.11507,-0.481558,-0.20436,-0.92231
R00024,-1.885994,0.362959,-0.920076,-1.034324,-0.157074,-0.488992
R00029,-0.77004,0.097032,-0.207725,0.03872,-0.276034,2.55766
R00042,1.463495,0.182213,1.10816,0.552318,0.912413,-0.631192
R00064,-0.260073,0.176603,-0.564763,0.440736,0.219296,0.942198
R00074,-1.669494,2.464268,-0.166287,0.501841,1.616618,0.15224
R00075,1.074347,-0.038672,0.151143,0.943739,0.408458,-1.389797
R00078,-1.538028,-0.196912,-0.727666,-1.618614,-1.260453,0.300507
R00097,-0.350387,0.127701,-1.137137,-0.341236,-1.963981,1.179376
R00107,-0.333906,0.047029,1.827838,1.193389,-1.382414,1.0422
R00137,-0.910055,-0.218511,-0.192724,1.4043,-1.442147,-0.878672
R00180,-0.053352,-0.192713,0.939849,-1.463714,0.183057,-0.496777
R00191,2.19144,2.584995,-1.191523,0.143513,0.353306,1.863489
R00202,2.011473,2.441069,1.113348,-0.397352,0.720729,-1.132623
R00207,0.429061,-0.115176,-0.745298,1.938531,0.96684,-0.797578
R00209,0.551208,-0.358499,0.239785,-2.265768,0.491812,1.821441
R00216,1.155285,2.58221,-1.796449,0.524644,0.494823,1.914461
R00228,-0.98429,0.005296,-0.870099,0.295061,-0.003773,-1.734989
R00235,-1.945694,-0.130462,-0.354854,-0.004206,-0.002068,1.458374
R00242,0.715927,2.711127,-0.364258,2.532124,-0.059009,0.633751
R00262,-0.900251,0.104421,0.83645,1.205398,1.670381,0.338028
R00266,0.599483,-0.265249,-0.443995,1.134342,1.308819,-0.151238
R00277,2.774805,-0.001729,-1.212928,-0.157416,-0.653554,0.952834
R00303,-0.047192,2.657065,-0.56754,2.235748,1.172462,1.020375
R00306,1.900954,0.003438,-1.489644,-0.754466,0.41755,0.20208
R00308,-0.393452,-0.102478,-1.068623,-0.502102,-0.516327,0.530123
R00314,1.153038,2.16324,0.73948,-1.622957,0.353843,0.774467
R00318,-0.540109,0.053967,0.157523,0.257886,-0.742959,-0.152658
R00327,1.074627,0.099176,-1.088459,0.456485,1.546334,0.430779
R00344,-1.666754,-0.024542,0.445818,-0.734715,1.530271,1.531647
R00347,0.411703,0.335865,0.725088,0.690757,0.394932,-1.26922
R00353,-1.145662,2.536695,0.522616,1.242473,0.096916,-0.2978
R00355,1.031451,-0.044625,-0.227459,0.010623,-0.332732,-0.59505
R00356,0.181499,2.592376,0.1683,1.183349,-0.001576,1.376597
R00360,0.782914,2.399904,0.194988,0.942339,-1.850915,-0.249118
R00366,0.175945,2.629851,-0.881794,1.979517,1.222504,-0.814766
R00370,-0.138475,0.157554,0.283635,0.505116,-0.123136,0.494472
R00380,-0.669341,-0.137131,-0.740371,1.019659,1.411629,0.548003
R00383,-0.033321,0.181336,1.080456,0.4218,0.346291,0.140534
R00397,-0.28385,-0.12371,-0.039774,0.396894,0.232659,-0.128291
R00406,-0.829286,2.355749,0.753694,0.101169,0.619291,2.953177
R00425,1.485906,-0.044615,-0.295169,-0.54744,0.435638,0.040331
R00428,1.215292,-0.000218,0.424357,2.384278,1.959443,1.626252
R00438,-0.203436,0.204918,-0.032719,0.356352,0.215628,0.469681
R00442,-0.060674,0.074576,0.220655,0.61255,-0.11591,0.09846
R00474,0.347462,-0.121634,0.633077,-0.391956,2.975526,0.576223
R00477,1.452715,-0.104289,1.606833,-0.438559,0.07465,0.285712
R00501,-1.866295,0.178569,-2.235477,-1.180002,0.38599,-2.47638
R00515,-0.699391,-0.059471,-2.005079,1.642548,-1.574141,-0.189343
R00516,0.722432,-0.063612,1.685926,0.486212,-0.195614,-0.198043
R00525,1.332645,2.647487,-0.538336,0.205015,2.065901,1.233786
R00534,-1.684006,0.247883,-1.693632,1.466192,2.306216,0.938436
R00540,0.930985,0.156367,-3.003619,0.205575,-0.90122,0.986662
R00545,1.762682,2.437804,0.180237,-0.778248,0.910939,1.11719
R00549,-1.071728,0.229569,0.412141,1.712118,-0.176179,-1.459189
R00554,0.761215,2.475082,1.365172,-0.193949,1.215798,-1.063179
R00561,-0.378441,2.343408,-0.182032,0.156095,0.356002,0.131264
R00564,1.555253,2.707426,0.324463,-0.912009,-1.581981,1.476024
R00572,0.205139,-0.279515,0.485928,-1.279217,1.200921,-1.089791
R00573,-0.147438,-0.092956,-1.074084,-0.721713,2.71991,-1.23736
R00584,1.838439,-0.00729,0.29925,0.03394,0.688614,-0.39677
R00587,-0.133516,2.769591,0.880241,1.390566,0.139725,0.786257
R00593,1.153221,2.459859,0.778278,1.345094,0.410031,-0.693082
R00603,-0.375806,-0.010764,-0.961239,-0.542405,-0.224545,0.413669
R00605,-1.473004,0.120869,0.398757,0.457374,-0.221449,1.046331
R00606,0.534997,-0.328373,0.064478,-1.509464,1.521297,-0.153897
R00610,1.384276,2.513723,-0.019945,1.402654,1.523435,-0.241333
R00611,1.009937,2.453551,-0.084465,-1.386323,-1.794256,-0.414377
R00621,1.058364,-0.097104,1.150049,-0.327258,-1.513243,-0.778456
R00632,-1.164878,2.658255,-0.023211,0.460903,1.193107,0.965662
R00633,-0.631538,0.069868,0.177672,0.119514,0.032224,-0.06801
R00646,-0.734588,0.057041,0.246841,1.942157,-0.454619,-1.21822
R00653,-0.269893,2.396652,0.355922,0.567231,2.3975,-0.141733
R00659,0.682129,2.477493,0.165941,2.865241,2.282346,0.419764
R00673,-0.369369,2.386594,0.074522,-0.551342,-0.953461,0.250264
R00689,-0.28046,-0.223927,-0.871496,0.657885,-0.118535,1.999
R00697,-0.372719,0.120821,-0.425088,0.925629,0.047765,-0.885243
R00711,1.688282,-0.227489,0.212969,0.498178,-0.175632,-0.402466
R00746,0.902734,-0.206805,-0.021949,1.192807,0.868064,-1.082939
R00768,0.928236,0.158421,0.173791,0.514704,-0.378929,-1.643264
R00778,0.581658,0.141304,-1.822407,-1.493478,-0.970434,-0.25953
R00790,0.86815,-0.094385,-0.16522,0.281946,-0.586913,-1.84397
R00793,1.281193,-0.097546,-1.331003,-1.24232,0.638594,-0.874903
R00797,-0.016004,-0.102859,0.038899,1.331185,0.660459,1.830672
R00027,0.222838,-0.056196,0.553242,1.268023,1.164364,0.608657
R00032,-0.073684,2.314666,-0.587406,0.163226,1.781917,-0.330413
R00046,0.682924,0.059446,0.745779,-0.904674,0.440283,0.293171
R00057,1.651836,0.14895,-1.936136,-1.491679,-0.869628,0.459319
R00081,0.58385,0.117294,-0.501596,0.562247,-1.237891,0.010806
R00139,-0.071456,2.481661,-0.424242,0.014401,-0.07635,-0.562263
R00140,0.137412,2.371861,-0.3908,2.088702,-1.305824,-0.303838
R00144,-1.311046,0.033122,-0.421384,1.021546,0.234342,-2.607578
R00160,-1.284317,2.452011,0.36662,0.637131,1.173879,-0.868944
R00171,0.770233,2.288803,1.075103,1.00028,-0.591824,-1.064829
R00186,0.306188,-0.145764,-0.524222,-0.253517,0.287983,-1.833193
R00199,-0.795748,0.29207,-0.916846,0.948559,-0.355462,1.870109
R00214,-0.41814,-0.171879,0.920636,-0.979332,0.710834,0.193813
R00215,0.18923,-0.102837,1.530523,-0.053961,1.554534,0.421737
R00220,-1.791301,2.73024,2.088895,-0.092328,2.966,-0.231977
R00222,-1.011858,0.084935,0.473647,0.070785,-1.797902,0.19205
R00226,0.908276,-0.027866,-0.391453,0.816634,-0.674664,-0.397176
R00246,-0.522047,0.23147,-0.013288,0.573761,-0.485778,0.311663
R00254,-1.162285,0.022336,1.217804,-1.409771,-1.082157,1.005196
R00255,-0.658947,-0.105165,0.312951,1.112117,-0.203014,0.036248
R00260,0.251117,0.181283,-2.958252,-0.596776,1.080544,-1.467518
R00264,0.442804,2.338831,0.254802,2.046679,0.222098,0.902423
R00268,-0.145403,2.440596,-0.716847,-1.070383,0.442451,-0.181209
R00269,-0.96762,2.733226,-0.063875,-0.13152,1.714815,0.250867
R00280,0.07039,-0.187728,0.9872,-0.251392,0.402143,-0.269528
R00291,0.158303,-0.039764,-0.958311,-2.262363,-0.356354,-0.620214
R00295,-1.534683,2.418454,1.921987,0.376547,-0.522164,1.781944
R00323,0.195503,0.0517,-2.527605,-0.793288,0.173601,-0.274913
R00336,0.633662,2.443835,1.062992,1.615497,-0.023846,-0.376787
R00361,-0.535093,0.207929,0.144504,-1.397109,-2.102838,-0.084167
R00373,-1.951985,0.134879,-0.071881,-0.236254,-0.978846,-0.173644
R00418,-0.084372,0.146643,0.329394,0.227298,0.331734,0.171548
R00423,-0.767402,-0.162549,-1.566763,2.026945,-0.719626,-0.397365
R00427,0.845274,0.07894,0.982564,1.567653,-0.372006,-1.763538
R00472,1.292304,2.577077,0.393781,-1.116315,0.647401,0.541833
R00491,0.039841,2.555934,0.782907,-0.024618,0.537801,0.282393
R00496,-0.76939,2.286754,0.066136,0.731412,2.468089,1.114107
R00503,0.161084,2.406594,0.325574,-2.595859,-0.205263,-0.559024
R00509,-1.487901,2.726115,-0.501103,-0.892295,-2.005227,0.185138
R00526,0.865452,2.527802,-2.443672,0.475427,-1.10795,-2.026136
R00536,-0.678329,0.014688,-1.119121,0.010923,0.005346,-1.492363
R00551,1.019009,2.635133,1.714861,-1.421834,-1.268696,1.014042
R00585,-0.234945,-0.19579,1.126699,-1.405304,-1.046809,0.899457
R00608,-1.724594,0.071113,-0.997018,-1.014415,0.943516,-0.9738
R00609,-0.701842,2.460709,1.470316,-0.66468,0.142118,0.932013
R00612,1.290002,2.446943,0.087795,2.300366,0.318777,-0.957094
R00615,-0.64469,2.374442,-1.240211,-0.389039,0.525344,0.774326
R00617,-1.45244,-0.325367,-0.257934,-0.992622,-1.139411,1.055217
R00620,-0.590184,0.070423,2.164254,-1.399811,-1.319599,0.97019
R00622,0.465474,-0.042332,-1.110568,0.44972,0.162168,0.251132
R00623,-0.927217,0.023842,-0.286334,-1.784181,-0.018473,0.717855
R00626,-0.337854,-0.122455,-0.90583,0.652256,1.560811,1.033027
R00639,1.690736,0.246996,-1.233889,0.75259,-1.124647,0.448172
R00640,0.939482,0.057669,0.829211,0.89354,1.960734,-0.849447
R00665,-0.136676,0.010131,-1.183253,-1.067115,-1.459885,-1.284834
R00668,0.701662,2.361781,0.701479,1.591975,0.025747,-1.496086
R00670,0.37054,2.61924,0.041344,-0.857479,0.31942,-0.920662
R00678,0.38877,-0.038503,-0.381898,0.630837,2.11039,0.363383
R00683,-1.457742,2.484673,0.737709,-0.34271,0.817052,0.833603
R00693,-1.845305,2.5447,1.536862,-1.145521,0.366665,1.571681
R00696,0.17421,0.064112,0.061026,1.042776,-1.90351,0.822514
R00703,0.434051,0.261642,-1.046284,0.287325,0.276958,0.504982
R00705,0.163224,-0.09455,0.20309,0.929367,1.376982,1.57127
R00706,0.6907,-0.131404,0.850906,-0.374053,-0.345022,-0.290797
R00707,-0.384569,0.038521,-0.658953,0.530721,1.296818,-0.474351
R00714,-1.134878,0.139423,0.475311,-0.598745,1.210008,1.106802
R00719,-0.860951,2.392787,-1.296922,0.2555,-0.806032,-0.094462
R00721,-0.661312,2.501483,0.968631,-0.03583,-0.272036,-1.401895
R00723,-2.334067,-0.018233,0.051408,-2.364542,-0.42982,1.1065
R00724,0.663521,0.195112,1.785424,1.928179,-0.181595,0.95436
R00752,0.970573,-0.062387,0.848101,0.641099,1.085896,-0.453463
R00762,0.989921,2.469074,-1.005843,1.118567,1.217933,0.947305
R00763,-0.352374,-0.199084,2.318079,-8.1e-05,-0.280259,1.447861
R00766,1.161976,2.254227,-1.205693,1.356678,0.858689,1.355561
R00767,-0.420203,0.034714,-0.92107,-0.812533,-1.141422,0.424408
R00775,2.336558,2.205868,-0.335357,1.463478,0.497706,-1.150183
R00776,-1.022148,2.45747,-0.507983,0.402768,0.832078,-1.25588
R00788,-0.582196,2.45467,0.058887,1.431086,-0.737949,0.182125
R00798,1.407768,-0.064072,-1.490255,1.015955,1.096436,0.300789
R00003,-0.081004,2.466403,0.965059,1.627368,1.805897,0.023955
R00004,-0.176596,0.255635,-0.320445,-2.386226,-0.920477,-0.238323
R00015,0.152512,0.004887,0.554897,-0.327602,-1.170223,-0.75856
R00023,1.043723,0.171445,1.175205,-0.704021,0.28796,-0.22927
R00028,-0.720956,0.013246,0.574518,-0.353778,0.444922,1.690953
R00048,-1.404707,-0.046036,0.583585,-0.85099,0.47781,-0.866326
R00061,0.038095,-0.131863,-0.110243,-1.724326,-0.147958,1.405539
R00065,-1.577131,-0.016899,0.116292,2.524053,0.227633,-0.05533
R00068,-0.375836,0.13286,0.515714,0.464265,-0.243944,-0.444005
R00076,-0.319136,2.58573,0.791479,-1.379474,-0.902959,1.169915
R00079,1.303198,0.178651,-0.395609,0.20875,-0.239675,0.272472
R00082,1.16224,-0.205693,-0.659204,1.174231,-0.432578,2.022317
R00091,-0.204947,0.136697,-1.060619,-0.072195,-0.703672,0.108929
R00109,0.350042,-0.033882,-0.003243,1.960166,-1.564879,1.445378
R00133,-0.109256,0.042447,-0.577458,0.454017,-0.457239,1.496795
R00148,0.970838,2.422684,1.463226,-0.438012,-0.698824,1.922621
R00156,0.908281,-0.145161,-0.02096,-0.206681,1.59425,0.02366
R00161,0.089348,-0.13122,-1.781436,-1.095048,0.911224,-1.97213
R00165,0.658583,-0.06879,-2.187117,0.081542,0.721765,0.255172
R00168,-1.380333,0.117403,0.533411,0.412738,-2.038494,0.982066
R00169,-1.510365,2.84082,-1.947517,-1.221816,0.532293,0.62154
R00175,-2.914855,0.250043,-0.729027,0.108059,-0.29808,-1.307509
R00193,-0.226731,-0.031603,-1.963522,-0.867906,1.283578,1.978334
R00221,1.21436,-0.128416,2.053294,0.610141,-1.363762,0.25782
R00232,1.310706,2.525098,0.232444,0.805592,-0.896803,-0.597343
R00243,-0.836402,2.482922,-0.838918,-0.758655,0.790025,0.40438
R00244,-0.209631,2.653922,0.076539,1.125813,-1.433118,1.158526
R00250,-1.637351,-0.073999,-1.297809,1.976534,-2.1502,0.044311
R00276,0.312184,0.057691,-1.20339,-0.151726,0.670755,-2.203966
R00284,0.883118,0.093066,0.786964,0.919416,-0.88335,-1.102852
R00298,0.469563,2.714514,-0.508728,0.690737,-0.904175,-0.502512
R00319,0.621424,2.562277,1.357272,-1.407625,0.860956,0.309237
R00340,0.632858,-0.043939,-0.583067,-0.36642,0.731899,-1.871988
R00345,0.799637,2.678171,-2.014934,-0.188666,-2.042116,1.288917
R00385,-0.050183,0.175987,-0.1273,0.509759,0.388468,0.767758
R00401,-0.318685,-0.000911,-0.783913,-0.365201,0.786289,-0.095329
R00405,-1.424603,2.633453,-0.872281,-1.492171,1.296887,0.732804
R00419,2.32619,0.073054,-0.675746,1.094127,-0.447151,-0.749691
R00435,0.672949,0.132717,0.279447,0.858703,-0.248035,0.605742
R00436,-1.059274,0.211526,0.549247,-0.410051,-0.175802,-0.725462
R00445,-0.530004,2.667913,-0.594154,2.063597,-0.889862,0.390162
R00454,-1.146059,-0.112107,-0.330815,-1.471035,-0.114206,0.880964
R00463,-0.177245,-0.071913,1.219758,0.968096,-0.105033,-0.952398
R00479,-0.44719,0.577999,-0.34649,-0.883962,0.671347,-1.01396
R00480,-1.118832,0.03463,0.525501,-1.385756,1.250765,0.525429
R00488,-0.55567,2.585447,0.380189,-2.203197,0.269056,1.323407
R00492,-0.61804,-0.150757,-0.962492,0.885252,-2.05315,0.961233
R00494,-0.468523,-0.198844,-0.458544,0.419674,0.079492,0.420745
R00520,-0.018538,0.039466,1.032494,-0.38019,-0.155393,-1.651918
R00527,-0.213129,0.348784,-0.339175,-0.061177,0.574074,-0.560371
R00529,-0.921696,2.452127,-0.477538,0.732692,0.771235,-1.213055
R00538,1.294741,2.643487,-0.377727,-1.014392,-0.961112,2.678473
R00553,-0.737712,-0.341508,-0.440234,0.463469,0.150822,1.081427
R00558,0.5928,2.531129,-0.603368,-0.194901,-0.80511,-0.867905
R00566,-1.042001,2.454909,-1.439323,-0.282201,-1.147218,0.657707
R00575,-2.132445,2.424528,-0.954485,2.17615,0.946156,0.4869
R00578,0.731274,0.079905,0.950049,-3.036205,-0.031306,-0.30789
R00579,-0.348007,-0.171689,-0.405919,-0.402776,1.694079,-1.352484
R00599,0.076224,0.229356,-0.322526,-0.298975,1.498917,0.686397
R00613,0.495659,0.131606,-0.397768,0.434505,-0.128017,1.254974
R00616,-1.156706,0.059071,0.336463,-0.004705,0.713284,1.395325
R00644,1.147387,-0.01182,0.133672,1.272582,0.236415,0.437574
R00654,0.071587,2.559787,-0.62249,0.689735,1.02676,-1.254134
R00671,0.246694,2.443928,-1.49227,1.602802,1.70204,-0.132293
R00688,-0.143751,-0.163563,1.427968,0.795907,-1.476119,0.48084
R00691,1.589551,-0.059141,1.848734,1.523683,0.120696,-0.250872
R00692,-1.56525,0.21378,1.164319,0.111108,-1.784613,0.689858
R00715,-1.200788,-0.058241,1.590707,0.001644,0.701396,1.373857
R00731,0.114193,0.047062,0.157486,-0.9685,-1.299441,0.598997
R00738,-0.618818,2.663127,-1.30615,0.231286,-0.029398,0.223773
R00742,-0.542632,-0.061589,-0.981747,0.118581,0.765952,-0.779382
R00743,-0.473117,-0.133942,0.293993,1.84465,-0.218282,-0.536751
R00757,0.465328,2.528428,1.316728,0.847657,-0.170394,1.047966
R00765,0.342981,2.298757,-0.665315,1.965217,-0.092813,1.020685
R00777,0.497733,2.475986,1.296502,2.0856,-0.055645,0.645462
R00784,-0.907972,-0.089932,-0.337777,0.536883,-2.276052,-0.868182
R00005,-1.300733,2.441741,0.240406,2.016207,-0.834008,0.41966
R00013,1.38904,2.734958,-0.73317,0.797349,-0.164839,0.121168
R00037,-0.24485,0.279667,0.684213,-0.097531,0.053386,-0.877584
R00047,-1.349098,0.098863,-0.532735,-0.097071,-0.203114,-0.359164
R00059,-1.550754,2.583977,1.490182,0.059642,0.693227,-0.318985
R00066,-0.075317,-0.190074,1.720067,1.340016,-0.33757,0.102747
R00069,-1.66525,0.083426,-0.396608,0.081384,-1.94869,-0.677483
R00071,1.495677,2.598331,1.575273,0.032954,0.427771,2.573174
R00077,1.768104,2.227251,0.599747,0.104124,-1.826127,0.809227
R00096,0.314973,-0.034446,-0.145287,0.903873,-0.14927,1.79866
R00102,-0.838538,0.043854,-0.443436,1.385651,-0.323041,-3.107142
R00112,0.527417,2.62455,2.192572,0.455772,-0.545436,-0.076277
R00114,0.84079,2.585965,-0.744345,1.191136,1.072067,0.175641
R00132,0.425286,2.643405,2.887455,-1.276834,0.018103,1.439724
R00143,-0.684695,-0.055244,-0.50521,0.955975,0.574177,0.292073
R00147,-0.591527,-0.041375,2.593468,0.257647,0.306066,-0.002596
R00149,0.883564,0.100679,0.441074,0.827487,1.265186,-0.886657
R00177,1.529848,-0.193531,-0.784804,-0.651933,1.052664,0.874054
R00203,-0.628957,0.132223,-0.743505,-1.536839,-0.560254,0.021826
R00218,-0.115064,-0.12737,-0.847353,-2.081865,1.490632,-0.11329
R00230,0.726435,-0.076774,-0.09967,-2.434821,0.477676,0.189661
R00247,0.707595,-0.044016,-0.247024,-0.724995,0.337731,1.272129
R00274,0.939592,0.22638,-0.721799,0.052659,-0.690971,-0.235336
R00296,-1.501274,2.50503,1.382514,1.075853,1.084551,1.381693
R00297,-0.052844,0.044222,-1.851152,-0.040317,-0.161837,-1.28462
R00312,0.962031,2.533132,0.187277,-0.502989,-0.951562,0.482489
R00324,-0.067417,2.469775,-0.406926,1.816358,-0.066271,1.008004
R00325,0.915532,0.168578,0.636479,-1.421306,2.079334,-0.992935
R00341,-0.884442,2.674938,1.122016,0.693902,-0.175815,-0.497436
R00343,1.516054,-0.120491,0.894308,1.755409,0.122011,-0.808565
R00365,-0.051393,-0.266315,1.973136,2.316545,-2.380247,-0.216385
R00392,-0.139628,0.116263,-1.807114,1.357156,-0.768532,-0.009354
R00407,-1.08696,2.271475,0.218877,-1.800038,0.114646,0.302914
R00424,0.778145,-0.14771,-1.408785,0.401693,0.931902,-0.614903
R00446,0.203702,-0.167208,1.622064,-0.712507,0.129189,-0.665266
R00447,1.750532,-0.29954,-0.533704,-2.27594,-1.803693,0.989649
R00464,0.304553,0.129863,-1.419661,0.804947,0.147953,-0.41849
R00466,-1.000623,-0.351459,0.068701,-0.376645,-1.487092,1.594099
R00473,0.235368,-0.112659,-0.104935,0.272973,-1.519352,-0.282109
R00482,-0.499408,2.757069,0.99521,0.417971,0.056467,-0.098267
R00487,1.969551,2.444328,-2.296934,0.608448,0.419088,-0.063388
R00490,-0.790535,0.019401,-0.168737,-1.615211,-0.098812,-0.226777
R00517,-0.236076,-0.069399,0.619999,0.606586,-1.382675,-0.109394
R00518,1.892229,2.564928,-0.128429,0.083111,0.788227,-0.793841
R00524,2.535041,2.535345,0.602743,2.175242,-1.209648,0.142295
R00528,1.378136,-0.113198,1.155201,-0.728875,-0.310566,-2.165608
R00544,0.826798,0.007718,-1.244555,-0.535218,1.170768,-1.771836
R00570,1.01844,0.076343,-1.04076,-1.125804,-0.420486,0.809724
R00576,-1.332471,2.474833,-2.26498,2.003776,-0.252355,-0.474949
R00580,-0.152515,-0.013723,-0.086961,0.886089,-0.592846,-2.282654
R00601,0.246502,2.325664,2.205534,0.283407,0.962397,-1.231438
R00624,-1.183135,-0.18247,-0.056921,2.046536,0.899415,-1.401121
R00627,1.424427,0.024248,0.359166,0.670307,0.950169,0.425614
R00629,0.228809,0.124394,0.551416,0.765519,0.458737,1.195521
R00636,-1.410431,0.172508,0.949224,2.58673,-0.47886,-0.994721
R00660,-1.758758,-0.079455,-1.345428,0.381719,-0.281561,0.491336
R00669,-0.296398,2.376977,0.448201,-0.111524,-1.024082,1.60556
R00680,0.971972,2.3766,-0.185602,1.565791,0.296373,-2.429045
R00700,-0.131856,0.00601,1.283771,-0.393911,-0.605189,-1.257125
R00718,-0.594433,0.163173,-0.411007,0.052762,0.719143,1.993184
R00727,-1.138582,0.127238,0.153213,1.61159,-0.292022,1.266348
R00734,0.071088,0.112763,-0.291711,1.383651,-0.558775,-0.480706
R00756,0.125075,0.099815,-0.864898,-0.573132,1.312302,-0.657018
R00772,0.751963,0.217533,0.694311,0.415676,-1.321773,1.131285
R00782,1.184186,0.069849,0.954695,-1.261299,0.074983,0.482826
R00791,-1.265447,0.257102,-0.22418,1.083264,0.934358,0.408726
R00792,-0.511673,-0.216548,0.063245,-0.885936,0.747534,-0.188165
R00795,-0.350284,2.483039,-0.094741,-1.157008,0.900615,0.911101
R00009,0.850705,-0.010629,1.440447,-1.765978,-0.305444,-0.676839
R00012,0.554514,0.139478,-0.527938,-1.132157,-1.307808,-0.575863
R00017,-2.675422,-0.047626,0.505503,1.1605,-0.526976,0.178718
R00019,-0.556255,-0.013766,-2.201462,2.074006,-0.6669,0.681779
R00020,0.833777,-0.241931,-0.427939,-0.872642,-0.287811,0.6617
R00036,2.077162,-0.045844,-0.465105,1.082392,1.36283,0.427661
R00038,0.00054,2.124803,-0.358533,1.810177,-1.470855,0.87367
R00053,0.172735,-0.137312,0.167102,-0.278198,1.402777,0.202407
R00058,1.449443,0.085956,-0.189903,-0.350713,-0.77312,0.184759
R00060,0.450152,2.536425,0.732863,1.201484,1.883934,0.866677
R00063,1.039654,-0.076003,-0.341834,-1.066404,-2.665768,1.063925
R00072,-1.090931,0.062031,-0.588256,-1.548241,-2.673271,1.502501
R00073,-0.393231,2.558395,-0.50794,-0.640629,-0.072223,0.388477
R00089,0.653487,0.135785,1.139771,2.548689,-0.059918,-0.406542
R00103,-0.253542,2.411683,1.397923,1.301522,1.118273,0.858799
R00105,-0.580535,2.355297,1.79461,1.257421,0.693213,-0.295343
R00115,0.398093,2.78729,0.164573,1.613641,0.29829,2.610971
R00135,-0.211804,-0.079369,-1.038997,0.805509,0.751366,0.703933
R00150,0.987202,2.425754,-0.826818,0.602109,-1.83369,-0.061742
R00159,0.539897,0.141754,0.370509,-0.192023,-1.014687,-0.752006
R00162,-0.291183,-0.069984,0.784737,-0.04083,1.096163,1.364812
R00174,0.784791,0.075403,0.388714,0.387665,-1.439553,-0.199491
R00195,0.965264,-0.016391,-0.92964,0.006889,-1.490163,0.696062
R00234,-0.015119,2.345707,1.576471,0.034904,0.882104,0.315941
R00236,-0.29541,-0.067871,1.200054,-1.613891,0.646144,-1.031108
R00239,-0.632348,0.060302,-0.108582,0.673498,-0.163072,0.017677
R00252,0.455072,2.522368,0.635591,1.460002,0.149211,0.533881
R00258,-0.814751,2.388346,-2.269433,0.851797,-0.651095,-0.317342
R00265,-0.301985,2.798643,-0.098194,0.381003,-1.442117,0.99137
R00275,0.506101,-0.014882,1.1495,-1.115709,1.402086,-1.825497
R00293,0.008738,2.454033,0.10976,-0.389662,0.867075,2.027374
R00299,-1.463009,-0.263438,0.132569,-1.234235,-0.569201,-0.407022
R00311,-0.629699,-0.08615,-0.361784,-0.243434,-0.642273,-1.440475
R00317,0.696252,-0.019775,0.728722,-1.718368,-0.947627,-0.307916
R00321,-0.738457,2.600647,-0.569854,0.223657,0.873546,1.118215
R00338,-0.880549,0.092602,-0.117966,0.3431,-0.756519,1.040858
R00378,0.114024,0.053667,0.905915,-0.114484,1.313428,-0.616508
R00396,0.738563,2.341539,0.968002,2.002464,-1.34781,0.47244
R00404,-0.001605,2.530754,0.320675,-0.325949,-0.590726,1.593523
R00410,0.549104,-0.223505,-0.531205,-1.351911,1.467299,0.313823
R00420,0.229727,0.083489,0.57143,-1.168759,0.43608,1.062167
R00421,1.106852,-0.049496,-0.938382,1.359561,1.385605,-1.618019
R00422,-0.537628,-0.06519,-0.848764,1.528527,-1.285981,0.594964
