row_id,split,f1,f2,f3,f4
R00496,serve,6.787542,-0.237984,-3.590597,0.974012
R00497,serve,4.856232,-0.597262,-2.85213,-0.354758
R00498,serve,7.823809,-0.947773,-0.823639,3.703436
R00499,serve,7.055062,-1.268244,0.559055,0.640012
R00500,serve,7.120142,-0.312041,2.067442,-2.037351
R00501,serve,6.168868,-1.139475,-4.116631,0.53639
R00502,serve,6.33292,-1.375368,1.32997,1.170503
R00503,serve,5.415936,0.404424,-3.224971,2.191803
R00504,serve,7.165885,-1.132228,-2.362645,1.885186
R00505,serve,7.598235,-0.64045,0.584976,2.598041
R00506,serve,9.820992,-0.575171,0.177765,6.918741
R00507,serve,7.181232,-0.031457,-3.801175,4.464158
R00508,serve,5.82196,0.986584,-0.586475,-2.700402
R00509,serve,3.381878,-2.420511,-0.104462,-2.631667
R00510,serve,4.589504,0.480872,2.13522,-2.66503
R00511,serve,7.490466,1.218101,-2.182797,-2.474738
R00512,serve,5.412686,-0.013053,1.064719,-0.268325
R00513,serve,7.207479,-0.771987,0.402065,4.641172
R00514,serve,6.805595,-0.587412,1.824034,-1.349149
R00515,serve,5.933956,0.291862,-0.148253,-0.098014
R00516,serve,5.883458,-0.226293,-2.926034,-0.326044
R00517,serve,7.52963,2.762261,-0.201388,2.18023
R00518,serve,6.928061,-0.582691,1.893809,-0.08873
R00519,serve,6.332056,-2.448675,-3.465626,-0.967602
R00520,serve,8.313001,-0.61199,-2.806874,-3.487036
R00521,serve,6.304874,-1.208573,1.014749,2.664709
R00522,serve,7.419134,-1.31547,2.813704,1.672581
R00523,serve,4.756822,-3.065689,-1.032943,0.688444
R00524,serve,5.986014,-0.978767,-1.755468,2.080271
R00525,serve,6.137076,-1.288198,-2.792939,5.046503
R00526,serve,5.712436,1.680398,2.725109,-1.878281
R00527,serve,6.382586,-0.993355,-3.566461,2.830106
R00528,serve,6.874123,1.082987,0.315489,1.816698
R00529,serve,8.515577,-0.147285,-1.754699,-0.543979
R00530,serve,9.103909,0.609749,4.578797,-2.686031
R00531,serve,6.330264,0.362864,-1.865365,2.002726
R00532,serve,7.081436,-1.243684,-3.342125,2.03081
R00533,serve,6.354236,-1.411137,-2.99583,-0.701735
R00534,serve,7.247326,-3.049755,2.496608,5.218263
R00535,serve,7.825907,0.477549,-0.943062,2.053884
R00536,serve,5.804832,-1.316728,2.595599,0.776643
R00537,serve,7.041345,-2.33783,-0.415611,6.693242
R00538,serve,6.701569,-0.398902,-2.244201,-0.615272
R00539,serve,6.010306,0.770908,0.280088,-3.057682
R00540,serve,7.564964,-1.342548,1.124786,-0.135992
R00541,serve,7.324089,-1.002778,0.815981,0.69667
R00542,serve,6.326644,0.757408,-1.166292,-0.365182
R00543,serve,7.456151,1.887173,-0.506928,1.041817
R00544,serve,6.740759,-1.906216,1.214462,-0.994048
R00545,serve,4.695442,-1.614741,-1.247513,1.994899
R00546,serve,6.085502,0.875082,-0.989711,5.856313
R00547,serve,6.130824,-0.368955,-3.036473,0.875136
R00548,serve,5.144887,-0.8093,0.49146,3.174198
R00549,serve,6.381359,-1.611312,-2.590106,2.174052
R00550,serve,6.650982,0.443014,-0.266373,5.510148
R00551,serve,4.311337,-0.886744,0.529772,0.754357
R00552,serve,7.294381,0.004703,1.476522,3.698034
R00553,serve,7.784931,-3.186842,-3.636662,1.6555
R00554,serve,7.405026,2.122674,1.637015,-1.978423
R00555,serve,7.042708,0.813837,-0.102777,0.262569
R00556,serve,7.438164,-0.914653,-1.277119,0.394594
R00557,serve,7.432456,1.147785,-5.621524,-0.103062
R00558,serve,7.171649,-0.431125,-1.151843,2.374373
R00559,serve,5.845835,0.285591,-4.19881,-0.650933
R00560,serve,7.853129,-0.08758,1.338731,-0.156869
R00561,serve,5.724462,0.594495,-0.206857,-1.641515
R00562,serve,6.562088,0.502267,-3.926556,0.049176
R00563,serve,7.920604,-1.003021,0.881232,-1.232266
R00564,serve,4.02043,-1.857884,-0.476681,-6.126563
R00565,serve,5.523409,0.470139,-3.697444,3.276663
R00566,serve,7.355905,0.11354,2.166753,1.607111
R00567,serve,6.464003,0.327005,-2.220442,-1.850084
R00568,serve,6.981043,-0.508096,-2.917362,1.741714
R00569,serve,6.533713,-0.660671,-1.887863,-4.701289
R00570,serve,7.973133,-0.787707,-2.900977,0.890458
R00571,serve,5.913766,0.409685,1.363441,2.040997
R00572,serve,7.222531,0.882803,-0.285331,-3.209877
R00573,serve,5.487409,0.44847,-4.119721,2.27218
R00574,serve,6.988768,0.554095,-2.624245,-2.017621
R00575,serve,5.206141,-1.926712,0.310639,-1.810439
R00576,serve,7.300984,0.149984,-6.24456,-5.040629
R00577,serve,6.210067,1.290724,-4.380413,3.364665
R00578,serve,7.44527,-0.80221,0.336306,-3.22384
R00579,serve,6.251243,-0.023105,-2.646283,-3.47662
R00580,serve,8.269261,0.188678,1.947934,1.494416
R00581,serve,5.279436,0.160706,-5.063144,-0.512877
R00582,serve,6.996663,-0.696609,-3.268564,-0.071626
R00583,serve,7.735869,0.472353,2.078605,-2.404034
R00584,serve,6.4649,-0.071697,2.643081,0.592763
R00585,serve,9.612537,0.048819,1.417584,4.897074
R00586,serve,6.312409,1.550128,0.750277,-2.263937
R00587,serve,7.432152,-2.355354,0.334193,-1.37633
R00588,serve,8.128277,-0.892047,1.6751,1.642576
R00589,serve,6.400713,-0.708924,1.521871,0.88152
R00590,serve,6.667577,0.93719,-3.403414,1.593495
R00591,serve,7.22016,-1.910661,-3.595583,-1.018319
R00592,serve,6.391031,-1.341758,-2.879299,-3.217638
R00593,serve,6.732799,-0.95653,-1.663304,-1.728731
R00594,serve,6.025079,0.602904,4.704888,1.867436
R00595,serve,7.027128,-1.235219,0.581901,0.074169
R00596,serve,6.198438,-1.596128,0.637095,-2.846934
R00597,serve,5.995058,-1.653806,-0.61912,2.724521
R00598,serve,6.65904,0.60569,-2.066221,0.70983
R00599,serve,6.005154,0.128212,2.364984,5.831196
R00600,serve,5.614366,-1.33962,1.285528,-2.734221
R00601,serve,6.99983,0.849104,-3.779177,-0.176636
R00602,serve,6.728939,-0.654851,1.806522,-0.23966
R00603,serve,4.072274,-1.815659,-1.330119,-1.321573
R00604,serve,6.302595,-0.619242,1.036416,-2.72563
R00605,serve,8.655684,0.035851,0.682509,1.241563
R00606,serve,4.539798,0.778253,-0.67268,-4.2638
R00607,serve,6.863565,-0.21723,-0.942314,1.971279
R00608,serve,6.656219,2.279045,-1.363202,4.816895
R00609,serve,5.751402,0.400192,-3.375135,0.600033
R00610,serve,5.355641,0.532428,1.262362,-4.53897
R00611,serve,5.666556,0.648636,-2.70745,0.761456
R00612,serve,6.76897,-0.208775,-2.872376,-3.931684
R00613,serve,6.430029,-0.025719,-0.910984,-0.752559
R00614,serve,8.7528,1.708057,-0.431241,-0.318305
R00615,serve,7.141657,1.84446,-0.300108,0.233465
R00616,serve,6.714427,-0.254333,-1.351359,-0.812781
R00617,serve,6.957473,1.962069,1.116242,2.338748
R00618,serve,6.086786,-0.774893,0.499029,-2.020681
R00619,serve,6.2901,-0.791412,-2.730006,0.236497
R00620,serve,7.627709,0.689704,0.409911,1.96442
R00621,serve,5.688905,0.460543,0.443416,-1.150728
R00622,serve,7.003764,-3.141517,1.717938,3.126403
R00623,serve,7.881533,1.671532,-1.010653,3.039464
R00624,serve,7.031349,-0.883356,-0.188829,0.869842
R00625,serve,8.116886,2.437002,-1.659728,-1.048401
R00626,serve,5.426525,-0.22584,-1.262044,-3.269506
R00627,serve,6.90865,-0.944007,2.668365,-1.568711
R00628,serve,6.522519,1.190097,-0.704378,2.002743
R00629,serve,6.551795,-0.045485,0.487531,1.92507
R00630,serve,5.968875,-0.551761,2.679625,-4.624029
R00631,serve,6.622078,-0.030096,-1.851632,1.23024
R00632,serve,6.868627,-0.027768,-3.677469,0.82451
R00633,serve,6.445728,0.902799,0.578237,-0.7591
R00634,serve,6.6328,-0.98736,2.322331,2.81121
R00635,serve,8.372454,-1.526254,-4.003666,-1.586304
R00636,serve,6.590913,0.828941,-1.986866,1.074207
R00637,serve,9.075682,-3.053447,-2.247124,-0.402343
R00638,serve,7.229546,-0.018646,-3.664927,-2.179611
R00639,serve,6.454666,-1.501378,-4.170461,-0.231043
R00640,serve,8.198645,-0.937491,1.051333,-0.666488
R00641,serve,5.34285,-2.059139,-1.520933,3.348371
R00642,serve,6.429668,0.371821,-5.035407,1.677873
R00643,serve,6.598031,-1.23333,2.038178,2.688464
R00644,serve,7.929884,-1.394208,-0.829335,1.535084
R00645,serve,5.260366,0.800826,-0.689625,-0.765083
R00646,serve,5.905541,-0.500792,-0.593497,-0.291441
R00647,serve,7.45874,0.003774,1.351284,-1.299616
R00648,serve,6.23701,0.18777,-7.718969,2.125608
R00649,serve,3.891157,1.438565,-1.125638,-0.500865
