row_id,split,f1,f2,f3,f4
R00502,serve,4.442548,8.697508,1.37395,3.623254
R00503,serve,3.524069,9.203502,0.997228,3.79569
R00504,serve,3.216256,8.826017,0.867751,4.804963
R00505,serve,3.842356,9.461869,0.706981,4.747796
R00506,serve,3.813581,7.064274,0.140818,5.341916
R00507,serve,4.341003,5.697629,0.482198,1.823688
R00508,serve,3.977462,7.549537,0.763921,3.576346
R00509,serve,4.15227,7.489916,0.3629,4.937333
R00510,serve,3.462928,8.858871,1.04581,2.925378
R00511,serve,4.063427,10.505561,0.008752,5.283815
R00512,serve,3.779354,9.894267,0.298581,3.023924
R00513,serve,3.771525,9.215361,0.844616,4.71624
R00514,serve,4.000434,10.21649,-0.055904,5.087742
R00515,serve,4.646809,8.121978,1.061491,4.788576
R00516,serve,3.885663,9.663015,0.390841,5.487415
R00517,serve,3.933628,8.584983,0.057547,4.567507
R00518,serve,4.211234,7.682953,0.95098,3.411706
R00519,serve,3.681699,8.265593,1.287247,4.238743
R00520,serve,3.760317,7.265375,0.330301,6.399948
R00521,serve,3.924868,8.428523,0.717929,4.013595
R00522,serve,3.514394,9.748881,-0.39087,6.456476
R00523,serve,3.01964,9.384876,0.031279,4.516541
R00524,serve,4.121423,8.65468,0.124702,2.936755
R00525,serve,3.75437,10.097125,1.023321,2.815975
R00526,serve,3.766381,9.142032,0.156976,4.5035
R00527,serve,4.057179,9.850349,0.166384,3.177644
R00528,serve,3.502311,10.460551,0.598996,4.071815
R00529,serve,3.495176,9.355014,0.918782,5.090342
R00530,serve,3.871283,10.369956,0.281858,3.470402
R00531,serve,3.793147,7.17636,0.416631,4.843737
R00532,serve,2.968995,9.03773,0.45589,6.352196
R00533,serve,3.222453,8.640482,0.340834,4.920651
R00534,serve,3.697979,8.593026,0.452287,5.704468
R00535,serve,3.37287,9.299246,-0.09329,6.297982
R00536,serve,3.369727,9.221337,1.387653,4.780325
R00537,serve,3.710462,7.554274,0.455476,5.014462
R00538,serve,3.972822,10.212972,0.789713,5.634751
R00539,serve,3.576246,9.305951,0.406316,4.598145
R00540,serve,3.459296,8.319157,0.641249,6.031541
R00541,serve,3.790944,11.24318,1.137958,4.141785
R00542,serve,3.851436,9.153993,0.967808,3.767367
R00543,serve,3.695989,8.110212,0.646887,5.778364
R00544,serve,3.917848,7.346943,0.533087,4.661574
R00545,serve,3.431757,11.737611,0.864748,4.68734
R00546,serve,3.956684,9.677428,1.325519,4.744109
R00547,serve,3.589236,10.690022,0.612407,4.775072
R00548,serve,4.187356,8.362139,0.421546,5.450617
R00549,serve,3.92731,9.25222,0.86074,4.882355
R00550,serve,3.970868,7.511601,0.529695,5.010113
R00551,serve,3.892208,8.594203,0.516284,4.294115
R00552,serve,4.044721,8.214939,1.015,4.91561
R00553,serve,3.640096,9.730314,0.279312,4.752713
R00554,serve,3.475546,8.870437,0.001258,2.974312
R00555,serve,4.156867,9.063707,0.143808,5.153391
R00556,serve,3.743718,9.474418,0.148601,4.895179
R00557,serve,2.895441,7.464436,0.235005,3.385056
R00558,serve,3.970171,9.587894,0.874942,3.767454
R00559,serve,3.564388,9.022806,0.425706,4.948413
R00560,serve,3.557018,9.351505,-0.049215,4.345656
R00561,serve,3.436179,7.099221,0.62371,4.399045
R00562,serve,3.061295,10.87832,0.386251,3.712238
R00563,serve,3.306405,7.494121,0.437729,4.494123
R00564,serve,4.18086,9.772261,0.945981,4.487046
R00565,serve,4.052546,11.444727,0.72908,4.043227
R00566,serve,3.596251,6.269681,0.76064,4.18614
R00567,serve,3.696016,8.543716,0.927124,3.474198
R00568,serve,3.798218,9.086559,0.310085,3.388815
R00569,serve,4.462883,8.860226,0.569531,3.935442
R00570,serve,3.918825,9.203257,0.269511,5.939743
R00571,serve,3.990911,8.520282,0.745264,4.2111
R00572,serve,4.222111,8.340559,0.811294,2.66275
R00573,serve,3.224718,9.19916,0.430344,5.447396
R00574,serve,3.628346,8.722299,1.122215,5.253242
R00575,serve,3.82105,8.832151,0.964046,4.895551
R00576,serve,3.962043,9.409855,0.547266,3.494323
R00577,serve,3.496646,8.685829,0.637862,4.786984
R00578,serve,3.240755,11.454892,0.424554,4.866096
R00579,serve,4.151875,8.357387,0.929833,3.125506
R00580,serve,4.191015,9.580002,0.73034,3.380695
R00581,serve,3.827381,7.254129,0.829866,3.685383
R00582,serve,3.667067,7.58662,0.718419,5.579917
R00583,serve,3.146169,7.139058,0.120343,4.643244
R00584,serve,4.160646,8.163852,1.280501,4.478864
R00585,serve,3.462156,9.404559,0.073596,4.617023
R00586,serve,4.221828,8.824218,0.939148,4.337179
R00587,serve,3.844487,5.13893,0.398741,5.684988
R00588,serve,3.627422,9.321909,0.771618,4.928557
R00589,serve,3.002736,8.164722,0.343793,5.392429
R00590,serve,4.066721,7.159743,0.756207,4.469154
R00591,serve,3.523634,8.941686,0.974638,4.45051
R00592,serve,3.723093,7.767622,0.30838,3.128853
R00593,serve,3.745637,9.066346,0.444779,4.268055
R00594,serve,2.638561,7.426173,0.535397,3.520003
R00595,serve,3.70915,7.573356,0.602702,2.886885
R00596,serve,4.022848,9.063504,0.247299,6.395683
R00597,serve,3.940575,9.30042,1.21564,4.776143
R00598,serve,2.949607,8.786892,0.414391,5.337635
R00599,serve,3.799388,7.627628,0.910981,4.59961
R00600,serve,3.739988,6.624093,0.294075,5.46302
R00601,serve,3.592687,8.460507,0.029148,5.10116
R00602,serve,4.023483,8.376282,0.250509,3.187039
R00603,serve,4.0494,9.552142,0.002155,4.268142
R00604,serve,4.146418,5.421212,0.583898,5.320871
R00605,serve,3.612222,8.098593,0.234662,5.138202
R00606,serve,3.570728,8.154094,0.470308,3.451978
R00607,serve,3.447094,8.191892,0.656717,3.465303
R00608,serve,3.261268,8.451757,0.422175,5.175659
R00609,serve,3.703669,9.428505,1.026804,4.694069
R00610,serve,3.946545,5.339442,-0.231595,4.329459
R00611,serve,3.989093,7.013188,0.653569,5.516787
R00612,serve,3.370968,8.578933,0.120163,4.04392
R00613,serve,3.980886,6.578076,0.583894,3.509347
R00614,serve,4.594465,9.135209,0.81476,3.446549
R00615,serve,4.909982,7.723239,0.655999,4.376211
R00616,serve,3.78682,9.456436,0.694329,4.625205
R00617,serve,3.490893,6.780758,0.711761,4.713727
R00618,serve,3.592942,9.181964,0.446459,2.961336
R00619,serve,4.196197,7.91347,0.194427,2.818477
R00620,serve,3.367398,7.484679,1.278134,4.220369
R00621,serve,3.556664,9.145106,0.30915,4.185072
R00622,serve,3.996206,8.548442,0.798672,5.426726
R00623,serve,3.787612,9.838495,0.16773,4.355571
R00624,serve,3.799089,10.483659,0.904943,4.975623
R00625,serve,4.07564,8.521167,0.666237,5.048536
R00626,serve,4.417485,6.718192,0.602147,3.016007
R00627,serve,4.238719,10.391213,0.711734,4.674532
R00628,serve,3.683718,9.045941,-0.154468,4.930211
R00629,serve,4.904344,10.875623,0.590198,5.076468
R00630,serve,3.528743,9.040929,-0.026579,1.265147
R00631,serve,4.41997,10.975256,0.797879,3.59843
R00632,serve,3.470164,9.730248,0.774168,3.807233
R00633,serve,3.13243,9.337378,1.123158,3.65158
R00634,serve,3.84129,10.361766,0.461861,5.032459
R00635,serve,4.27147,6.557453,0.905663,4.533925
R00636,serve,4.061498,9.629498,0.130138,2.656569
R00637,serve,3.346767,9.564178,0.938101,3.720921
R00638,serve,3.275698,10.32922,0.829851,4.062379
R00639,serve,4.053718,8.417224,0.397715,2.95239
R00640,serve,3.69124,9.179527,0.805014,5.898366
R00641,serve,4.05614,9.124638,0.511879,5.280841
R00642,serve,3.436478,8.766109,0.072874,3.890536
R00643,serve,3.69425,5.906946,0.511621,4.645267
R00644,serve,4.006073,8.929941,0.050472,3.392065
R00645,serve,3.032582,8.29257,0.864308,3.834968
R00646,serve,4.092592,8.704805,0.234499,6.136699
R00647,serve,3.85334,7.493013,0.500769,3.18032
R00648,serve,4.121635,10.113415,0.025398,4.843065
R00649,serve,3.822581,10.805319,0.169546,4.023579
