act_account_id,act_event_time,sessions_7d
A0089,1770982265000,29
A0089,1771579564000,2
A0089,1772208805000,4
A0089,1772829866000,30
A0089,1773387412000,3
A0089,1774005280000,19
A0089,1774640157000,32
A0090,1767334682000,35
A0090,1767912557000,17
A0090,1768507807000,1
A0090,1769115275000,3
A0090,1769715083000,29
A0090,1770373475000,20
A0090,1770995658000,14
A0090,1771546101000,18
A0090,1772150366000,37
A0090,1772745280000,4
A0090,1773376696000,8
A0090,1774022263000,6
A0090,1774564181000,1
A0091,1767336916000,13
A0091,1767913926000,0
A0091,1768553922000,38
A0091,1769150699000,38
A0091,1769727790000,15
A0091,1770368778000,9
A0091,1770925939000,30
A0091,1771510417000,18
A0091,1772112696000,38
A0091,1772722988000,20
A0091,1773394370000,5
A0091,1773948759000,16
A0091,1774561596000,23
A0092,1767337397000,15
A0092,1767914656000,2
A0092,1768548205000,19
A0092,1769191998000,23
A0092,1769747190000,30
A0092,1770396204000,29
A0092,1770965329000,20
A0092,1771596635000,28
A0092,1772158236000,6
A0092,1772754208000,15
A0092,1773411624000,9
A0092,1773964650000,28
A0092,1774643289000,38
A0093,1767299783000,18
A0093,1767856715000,23
A0093,1768466116000,24
A0093,1769073464000,36
A0093,1769696757000,25
A0093,1770310174000,22
A0093,1770926724000,0
A0093,1771506848000,29
A0093,1772119345000,27
A0093,1772767457000,6
A0093,1773370220000,12
A0093,1773973261000,11
A0093,1774574306000,17
A0094,1767354375000,17
A0094,1767970842000,33
A0094,1768532170000,26
A0094,1769179890000,10
A0094,1769750591000,10
A0094,1770351452000,11
A0094,1770992961000,38
A0094,1771542148000,4
A0094,1772209947000,38
A0094,1772740820000,29
A0094,1773395686000,18
A0094,1773971016000,17
A0094,1774606626000,0
A0095,1767355573000,10
A0095,1767920329000,35
A0095,1768536248000,31
A0095,1769159306000,17
A0095,1769735261000,39
A0095,1770315372000,28
A0095,1770958512000,35
A0095,1771535112000,20
A0095,1772146504000,19
A0095,1772722927000,18
A0095,1773394052000,38
A0095,1773949082000,23
A0095,1774541593000,28
A0096,1767279951000,39
A0096,1767906105000,32
A0096,1768526819000,16
A0096,1769122134000,27
A0096,1769717309000,6
A0096,1770318062000,2
A0096,1770968400000,23
A0096,1771565756000,18
A0096,1772183761000,5
A0096,1772798721000,11
A0096,1773352334000,10
A0096,1773957371000,24
A0096,1774611671000,3
A0097,1767248590000,23
A0097,1767892233000,12
A0097,1768530871000,35
A0097,1769076724000,19
A0097,1769731775000,0
A0097,1770280019000,1
A0097,1770949916000,36
A0097,1771500037000,17
A0097,1772085183000,15
A0097,1772748225000,33
A0097,1773371592000,11
A0097,1773897919000,13
A0097,1774574125000,37
A0098,1767377068000,15
A0098,1767979653000,22
A0098,1768586140000,22
A0098,1769181626000,19
A0098,1769750646000,25
A0098,1770321435000,23
A0098,1770951494000,20
A0098,1771573556000,1
A0098,1772139468000,23
A0098,1772758326000,12
A0098,1773412949000,20
A0098,1774011478000,34
A0098,1774560683000,21
A0099,1767306280000,11
A0099,1767867659000,36
A0099,1768481449000,27
A0099,1769102853000,13
A0099,1769656808000,0
A0099,1770256578000,39
A0099,1770912011000,23
A0099,1771466617000,6
A0099,1772088586000,33
A0099,1772732483000,15
A0099,1773320961000,13
A0099,1773938507000,6
A0099,1774502765000,8
