date,pm25,temperature,humidity,wind_speed,pressure,precipitation
2023-11-09,6.2,5.2,99,16.2,998.2,7.4
2023-11-10,7.5,6.6,99,11.9,993.2,0.9
2023-11-11,8.6,4.8,97,8.1,999.8,0.0
2023-11-12,4.6,3.4,93,13.2,1003.1,0.1
2023-11-13,3.3,1.5,86,14.6,1001.5,0.0
2023-11-14,3.5,1.7,88,13.5,999.6,0.6
2023-11-15,3.4,1.0,88,13.3,1007.9,0.0
2023-11-16,3.5,-0.8,81,13.0,1015.1,0.0
2023-11-17,7.0,0.3,82,12.5,1018.3,0.0
2023-11-18,6.7,-2.7,89,8.1,1019.7,0.0
2023-11-19,7.6,-2.8,87,9.2,1011.3,0.9
2023-11-20,7.7,-0.5,92,11.1,1011.4,0.0
2023-11-21,5.8,-1.4,94,12.1,1021.1,0.0
2023-11-22,5.2,-1.2,93,29.8,1010.0,7.7
2023-11-23,4.1,1.1,96,20.4,979.1,0.2
2023-11-24,2.6,-1.4,81,20.2,983.4,0.4
2023-11-25,2.7,-4.0,74,19.6,998.1,0.6
2023-11-26,3.6,-3.2,85,15.6,1003.6,1.0
2023-11-27,3.9,-5.2,80,19.5,1007.9,0.2
2023-11-28,3.1,-4.3,85,20.7,996.7,6.8
2023-11-29,11.2,-4.8,92,13.4,1000.6,0.9
2023-11-30,4.3,-2.0,89,18.6,1002.9,3.0
2023-12-01,5.5,-1.4,89,17.0,1002.0,0.6
2023-12-02,5.0,-6.8,90,14.1,1007.7,0.0
2023-12-03,4.4,-6.6,91,12.6,1012.2,0.1
2023-12-04,6.8,-10.1,90,12.4,1013.2,0.0
2023-12-05,9.4,-8.9,91,6.8,1016.9,0.0
2023-12-06,11.1,-9.6,91,8.4,1021.4,0.0
2023-12-07,8.4,-2.1,91,10.0,1021.6,2.1
2023-12-08,8.6,0.3,93,14.8,1018.2,1.1
2023-12-09,7.8,-0.5,89,14.1,1013.6,1.2
2023-12-10,10.3,-0.5,90,13.0,1008.4,0.1
2023-12-11,7.6,0.3,91,16.3,1002.9,2.6
2023-12-12,6.7,-3.3,89,13.1,1005.8,0.4
2023-12-13,5.5,-3.8,90,13.9,1007.7,0.0
2023-12-14,6.5,-8.8,90,12.5,1014.0,0.0
2023-12-15,7.8,-4.4,93,11.6,1016.2,0.3
2023-12-16,5.9,2.3,94,29.2,1009.6,0.0
2023-12-17,4.7,2.2,97,19.5,1007.3,2.4
2023-12-18,5.4,3.4,100,18.6,1004.2,0.9
2023-12-19,3.8,2.4,85,28.1,991.9,0.8
2023-12-20,6.6,-0.6,98,13.1,987.0,5.7
2023-12-21,4.3,-0.2,96,24.1,971.6,5.8
2023-12-22,2.6,0.4,95,27.2,965.2,15.0
2023-12-23,2.3,-2.6,87,21.3,980.2,0.6
2023-12-24,4.8,-8.6,90,17.1,985.7,3.2
2023-12-25,6.3,-0.4,95,16.2,978.4,3.3
2023-12-26,7.5,-8.4,91,15.3,989.8,0.0
2023-12-27,4.6,-5.3,82,19.0,1005.2,0.0
2023-12-28,5.4,-1.7,92,19.2,997.0,3.6
2023-12-29,6.3,1.3,95,14.5,987.0,6.4
2023-12-30,5.7,-0.4,94,11.5,995.7,0.8
2023-12-31,4.0,-4.0,90,14.6,1012.0,0.0
2024-01-01,2.1,-3.3,82,17.6,1012.7,1.3
2024-01-02,2.0,-6.0,78,22.3,1012.8,2.8
2024-01-03,1.6,-7.3,79,25.6,1007.0,1.2
2024-01-04,2.1,-8.4,81,21.5,1005.2,2.7
2024-01-05,3.6,-9.8,85,16.4,1008.7,0.0
2024-01-06,4.9,-10.8,84,11.5,1018.2,0.0
2024-01-07,7.3,-11.1,90,12.6,1029.6,0.0
2024-01-08,4.9,-8.5,89,16.0,1030.6,0.0
2024-01-09,3.1,-1.3,90,16.1,1026.0,0.0
2024-01-10,2.8,0.5,90,18.2,1021.6,0.0
2024-01-11,3.7,-0.9,83,19.9,1021.0,0.8
2024-01-12,2.3,0.3,84,23.6,1012.7,0.2
2024-01-13,3.0,-1.6,92,20.6,996.4,2.5
2024-01-14,2.7,-3.3,92,16.2,985.8,1.2
2024-01-15,1.9,-6.9,81,21.3,984.2,1.5
2024-01-16,4.5,-15.0,81,16.7,995.7,0.0
2024-01-17,3.5,-3.1,85,28.9,985.3,5.7
2024-01-18,2.9,-7.0,83,20.6,980.3,0.0
2024-01-19,8.3,-15.1,84,13.0,995.0,0.0
2024-01-20,8.2,-11.3,88,10.2,1011.4,0.8
2024-01-21,4.5,-0.1,85,25.3,1009.2,3.1
2024-01-22,3.5,3.1,85,32.0,985.5,6.9
2024-01-23,3.1,2.3,85,28.1,990.0,0.0
2024-01-24,4.0,0.3,97,20.3,986.5,4.2
2024-01-25,3.2,-0.7,95,18.9,1008.4,0.0
2024-01-26,3.3,-1.0,94,20.1,1009.1,5.9
2024-01-27,3.7,-0.2,92,18.4,1013.5,1.3
2024-01-28,4.2,2.8,89,20.9,1019.6,0.0
2024-01-29,9.3,3.1,77,20.9,1016.9,0.0
2024-01-30,15.9,0.9,98,11.1,1019.2,4.5
2024-01-31,7.2,2.2,91,31.1,1006.1,1.2
2024-02-01,2.2,1.4,68,30.1,994.6,0.3
2024-02-02,3.1,0.5,85,23.0,998.6,1.2
2024-02-03,1.4,3.5,77,26.0,987.4,0.0
2024-02-04,2.2,0.1,70,29.6,986.2,0.2
2024-02-05,2.9,-3.3,78,15.5,990.2,0.6
2024-02-06,3.6,-4.4,79,18.1,993.4,0.4
2024-02-07,5.0,-5.1,73,17.9,991.7,0.1
2024-02-08,9.0,-5.7,80,7.9,997.6,0.0
2024-02-09,3.9,-5.0,76,16.5,1004.3,1.7
2024-02-10,3.6,-3.5,78,20.1,1005.7,0.1
2024-02-11,4.2,-3.1,85,19.5,1005.5,0.2
2024-02-12,5.6,-3.0,90,22.7,1003.7,4.0
2024-02-13,5.2,-0.9,96,20.9,1004.2,9.3
2024-02-14,8.2,-0.4,93,8.8,1012.3,0.3
2024-02-15,11.3,0.8,97,10.6,1015.2,1.3
2024-02-16,6.4,3.2,100,18.4,1004.0,18.2
2024-02-17,2.3,0.3,80,21.8,1013.2,1.4
2024-02-18,2.9,-1.8,76,13.9,1024.2,0.1
2024-02-19,5.9,0.6,97,14.2,1011.5,3.6
2024-02-20,8.4,0.3,97,10.6,1009.0,0.0
2024-02-21,9.1,1.0,99,13.7,1000.9,4.0
2024-02-22,7.8,2.4,98,20.5,992.7,2.9
2024-02-23,6.0,4.1,87,26.8,985.1,4.5
2024-02-24,8.5,2.1,90,17.7,998.1,0.5
2024-02-25,8.8,1.6,93,17.3,1003.1,0.6
2024-02-26,11.4,1.3,98,8.7,1008.1,1.4
2024-02-27,11.6,1.3,97,10.0,1014.3,0.1
2024-02-28,5.3,1.7,86,15.8,1012.2,0.0
2024-02-29,8.2,2.6,85,27.4,1011.4,0.0
2024-03-01,11.9,3.2,95,17.7,1010.9,0.1
2024-03-02,13.0,3.5,94,15.5,1012.7,3.1
2024-03-03,12.3,2.5,91,13.6,1015.8,0.1
2024-03-04,12.2,1.2,90,15.5,1021.2,0.0
2024-03-05,7.8,0.2,87,19.8,1027.4,0.0
2024-03-06,7.2,-0.0,86,11.8,1030.1,0.0
2024-03-07,9.1,0.1,78,12.4,1026.4,0.0
2024-03-08,6.4,-0.2,82,11.6,1022.2,0.0
2024-03-09,6.4,-1.3,81,11.5,1020.5,0.0
2024-03-10,3.8,-0.9,71,18.1,1021.6,0.0
2024-03-11,5.5,-0.1,80,13.7,1018.8,0.0
2024-03-12,7.5,0.9,81,10.1,1014.4,0.0
2024-03-13,9.3,1.8,89,15.6,1010.0,0.0
2024-03-14,9.6,6.3,91,23.1,1000.1,0.7
2024-03-15,10.4,7.8,93,21.2,998.1,0.5
2024-03-16,5.2,4.9,96,23.0,998.6,9.7
2024-03-17,2.1,-1.4,64,28.9,1017.3,0.8
2024-03-18,3.6,-2.5,70,11.7,1022.0,0.0
2024-03-19,5.4,-0.7,79,12.6,1019.8,0.0
2024-03-20,7.5,0.9,92,14.8,1014.5,0.4
2024-03-21,11.7,2.5,93,11.3,1012.2,1.0
2024-03-22,4.5,3.5,94,17.6,996.5,5.6
2024-03-23,4.6,3.3,81,23.0,991.6,0.3
2024-03-24,4.5,1.1,86,12.0,994.2,0.0
2024-03-25,3.0,0.2,76,9.4,1000.6,0.0
2024-03-26,3.5,0.9,89,14.3,1002.9,0.5
2024-03-27,9.9,3.7,87,16.9,997.2,0.0
2024-03-28,10.2,5.6,85,15.2,989.7,3.7
2024-03-29,7.3,6.7,86,18.6,990.1,1.2
2024-03-30,5.7,6.9,83,12.4,1001.0,0.1
2024-03-31,7.2,5.6,88,16.6,999.1,0.0
2024-04-01,6.2,4.5,86,17.7,997.7,0.0
2024-04-02,2.2,-0.2,84,30.1,998.2,6.4
2024-04-03,2.7,-2.1,69,31.0,1003.9,0.0
2024-04-04,2.6,-1.0,68,20.7,1010.6,1.5
2024-04-05,5.8,1.0,95,16.4,1002.6,7.5
2024-04-06,4.5,1.9,93,14.6,1007.8,1.6
2024-04-07,5.8,8.7,83,24.2,1004.0,1.4
2024-04-08,6.5,10.6,76,19.5,1006.4,0.1
2024-04-09,10.3,9.9,82,12.5,1007.3,0.0
2024-04-10,5.1,9.2,71,30.7,1005.3,3.1
2024-04-11,3.4,8.1,79,25.3,1011.0,1.6
2024-04-12,3.7,9.9,80,20.5,1012.3,0.0
2024-04-13,3.0,9.3,84,24.1,1005.5,1.2
2024-04-14,1.6,6.8,88,28.7,991.7,12.9
2024-04-15,2.1,4.6,80,19.9,998.7,2.5
2024-04-16,2.2,2.7,82,18.2,998.2,0.7
2024-04-17,2.5,3.1,69,19.0,1004.3,0.0
2024-04-18,4.1,1.8,78,13.7,1010.2,1.1
2024-04-19,3.7,1.2,69,14.8,1006.2,0.1
2024-04-20,2.8,-0.2,61,18.3,1011.0,0.4
2024-04-21,2.9,-0.5,64,20.7,1024.8,0.4
2024-04-22,2.6,-0.1,63,23.9,1019.9,0.0
2024-04-23,4.2,1.9,64,15.9,1009.4,0.0
2024-04-24,5.7,3.8,74,15.6,1006.6,0.4
2024-04-25,5.6,1.6,98,14.8,1004.1,7.3
2024-04-26,6.0,2.1,97,11.4,1006.5,8.6
2024-04-27,7.6,3.7,89,15.9,1011.6,2.5
2024-04-28,11.5,5.9,82,18.0,1017.6,0.2
2024-04-29,7.2,10.5,73,17.4,1017.1,0.8
2024-04-30,6.4,9.8,66,12.2,1025.8,0.0
2024-05-01,5.1,8.8,68,14.7,1024.5,0.0
2024-05-02,3.5,9.2,65,15.5,1020.1,0.0
2024-05-03,4.5,10.1,67,12.8,1016.6,0.0
2024-05-04,5.1,11.9,62,14.8,1011.6,0.0
2024-05-05,4.6,7.5,83,15.3,1008.0,6.0
2024-05-06,3.1,7.5,61,18.6,1010.0,0.0
2024-05-07,4.2,5.8,61,14.1,1018.5,0.0
2024-05-08,3.4,3.4,88,18.6,1023.5,7.8
2024-05-09,5.4,8.2,83,15.1,1016.4,1.7
2024-05-10,2.7,8.7,63,17.2,1017.1,0.0
2024-05-11,3.5,9.2,67,15.1,1021.3,0.0
2024-05-12,3.7,13.3,66,11.6,1019.8,0.0
2024-05-13,5.1,15.0,68,11.5,1017.4,0.0
2024-05-14,4.9,15.1,61,13.6,1016.9,0.0
2024-05-15,4.6,15.5,59,17.0,1018.5,0.0
2024-05-16,5.1,15.9,56,14.6,1020.9,0.0
2024-05-17,6.1,15.2,60,12.6,1020.1,0.0
2024-05-18,6.0,16.4,57,13.4,1014.9,0.0
2024-05-19,5.2,17.8,55,19.7,1009.6,0.0
2024-05-20,2.3,11.9,45,17.6,1017.3,0.0
2024-05-21,3.0,12.4,52,14.2,1020.7,0.0
2024-05-22,3.4,13.7,60,15.8,1019.8,0.0
2024-05-23,4.6,15.7,67,16.9,1018.2,0.4
2024-05-24,9.0,16.7,82,14.1,1017.9,7.5
2024-05-25,10.0,17.3,80,12.3,1019.8,0.0
2024-05-26,9.5,17.2,75,14.0,1021.6,0.0
2024-05-27,8.3,19.1,66,16.5,1016.7,0.0
2024-05-28,6.6,19.2,62,14.2,1012.8,0.0
2024-05-29,4.9,17.5,69,15.0,1009.2,0.5
2024-05-30,5.6,17.1,69,10.7,1009.0,0.0
2024-05-31,11.0,19.1,72,14.6,1011.3,0.1
2024-06-01,9.4,20.9,65,16.1,1011.4,2.6
2024-06-02,6.1,20.0,61,15.7,1008.1,0.0
2024-06-03,6.2,20.4,66,14.2,1002.1,2.3
2024-06-04,3.6,18.7,50,17.1,1003.2,0.0
2024-06-05,4.6,17.1,63,30.7,1001.7,0.4
2024-06-06,2.9,14.6,55,18.7,1006.8,0.4
2024-06-07,3.2,13.8,60,18.5,1008.7,0.1
2024-06-08,4.1,13.8,68,20.7,1003.0,2.8
2024-06-09,2.9,12.0,68,23.3,992.2,6.8
2024-06-10,2.3,11.3,79,26.1,991.6,9.0
2024-06-11,3.1,13.1,76,12.5,998.1,3.9
2024-06-12,3.7,13.8,76,10.5,1004.4,0.9
2024-06-13,3.7,12.0,78,15.6,1007.7,6.8
2024-06-14,3.4,12.8,74,13.8,1009.9,1.4
2024-06-15,4.6,14.2,72,22.5,1009.0,1.8
2024-06-16,4.5,15.6,75,19.3,1007.9,0.1
2024-06-17,5.0,16.3,68,13.7,1008.9,0.0
2024-06-18,4.6,16.3,70,20.6,1006.7,0.2
2024-06-19,3.2,14.8,75,14.1,1004.5,4.3
2024-06-20,2.7,17.2,63,23.4,1007.6,0.0
2024-06-21,3.0,16.8,64,15.5,1010.6,0.0
2024-06-22,2.6,15.1,68,13.8,1008.1,0.3
2024-06-23,3.3,16.4,70,12.6,1006.9,0.2
2024-06-24,4.6,18.8,67,14.5,1014.2,0.0
2024-06-25,3.9,20.1,62,16.7,1016.5,0.0
2024-06-26,5.0,21.6,60,14.5,1012.8,0.0
2024-06-27,5.9,21.8,62,13.8,1011.1,0.0
2024-06-28,7.2,21.5,76,19.6,1005.0,11.2
2024-06-29,2.9,18.1,58,25.4,1007.9,0.0
2024-06-30,3.6,15.3,84,17.1,1004.8,14.2
2024-07-01,2.8,17.0,70,18.5,998.7,0.1
2024-07-02,3.1,17.0,69,12.3,997.6,0.1
2024-07-03,4.3,16.0,87,9.9,995.9,9.7
2024-07-04,3.6,15.2,77,21.6,997.2,6.3
2024-07-05,2.8,13.8,74,21.1,996.6,2.4
2024-07-06,3.9,15.0,77,21.9,998.0,7.4
2024-07-07,2.4,16.9,67,31.6,999.1,4.4
2024-07-08,3.1,15.6,72,18.7,1012.4,1.2
2024-07-09,2.8,16.3,71,15.3,1017.8,1.3
2024-07-10,3.6,17.1,74,19.7,1017.4,11.1
2024-07-11,4.7,18.6,86,14.4,1009.4,11.5
2024-07-12,3.5,20.0,78,10.1,1010.5,0.5
2024-07-13,4.5,18.1,81,21.3,1008.8,1.0
2024-07-14,2.7,17.8,83,23.4,1003.5,2.3
2024-07-15,4.7,17.7,77,17.3,1010.0,2.1
2024-07-16,5.4,18.4,80,12.3,1010.4,1.8
2024-07-17,3.8,18.7,83,21.2,1005.5,19.7
2024-07-18,2.3,18.6,75,24.2,1008.3,2.1
2024-07-19,2.7,19.4,70,17.2,1012.3,0.1
2024-07-20,3.0,19.8,75,10.9,1010.0,0.6
2024-07-21,5.1,18.8,85,10.4,1009.7,0.8
2024-07-22,6.8,19.1,83,15.1,1009.6,0.4
2024-07-23,5.6,19.5,83,9.8,1008.4,5.4
2024-07-24,4.4,19.7,73,8.7,1008.1,0.6
2024-07-25,5.0,18.8,79,8.7,1006.8,0.5
2024-07-26,4.0,19.1,76,15.1,1007.7,1.6
2024-07-27,3.5,18.3,79,15.4,1007.4,3.3
2024-07-28,2.5,17.3,75,17.1,1008.3,1.6
2024-07-29,2.8,17.7,64,24.1,1011.9,0.0
2024-07-30,3.7,18.8,66,13.0,1010.3,0.0
2024-07-31,5.0,18.1,76,16.2,1004.5,3.4
2024-08-01,3.0,17.6,63,14.8,1006.3,0.0
2024-08-02,3.6,17.1,72,10.8,1006.0,0.0
2024-08-03,3.6,17.9,79,10.3,1003.7,1.4
2024-08-04,4.4,17.6,88,10.0,1004.6,7.1
2024-08-05,5.3,18.7,79,7.5,1008.4,0.3
2024-08-06,7.3,19.7,79,7.9,1010.9,0.1
2024-08-07,7.5,19.7,80,10.9,1010.3,0.2
2024-08-08,4.9,19.3,82,16.3,1007.9,1.2
2024-08-09,4.6,17.8,81,22.2,1003.6,5.8
2024-08-10,2.9,17.2,69,25.7,999.2,0.5
2024-08-11,1.9,17.5,64,21.3,1003.6,0.0
2024-08-12,2.1,16.5,62,21.8,1008.3,0.0
2024-08-13,3.1,18.3,69,10.2,1013.6,0.1
2024-08-14,3.3,18.9,71,14.3,1014.3,1.7
2024-08-15,5.1,19.7,76,17.3,1009.4,0.1
2024-08-16,5.1,18.6,85,18.5,1004.8,0.5
2024-08-17,3.0,16.8,68,20.2,1004.9,0.0
2024-08-18,4.2,16.8,68,18.2,1006.0,0.0
2024-08-19,5.5,17.0,66,15.8,1008.9,0.0
2024-08-20,6.0,17.0,69,18.4,1011.6,0.0
2024-08-21,6.7,16.9,85,15.9,1002.6,8.6
2024-08-22,3.3,16.4,73,16.9,1001.3,0.2
2024-08-23,6.4,17.2,82,27.6,997.4,1.5
2024-08-24,2.9,17.4,64,25.1,1004.0,0.0
2024-08-25,4.8,18.5,70,25.3,1003.3,1.6
2024-08-26,5.0,16.3,66,26.6,1013.9,0.0
2024-08-27,7.1,16.6,74,18.4,1018.0,0.6
2024-08-28,8.5,18.1,70,17.0,1020.9,0.0
2024-08-29,7.1,18.6,76,19.3,1017.4,5.3
2024-08-30,8.0,18.6,76,14.8,1012.9,0.6
2024-08-31,3.1,15.0,74,16.5,1017.7,0.5
2024-09-01,3.1,13.2,79,13.6,1019.7,3.3
2024-09-02,4.0,13.2,88,11.5,1016.5,6.5
2024-09-03,4.3,15.2,82,14.3,1020.7,0.0
2024-09-04,10.2,18.6,84,12.9,1022.4,0.0
2024-09-05,13.3,19.4,82,10.1,1025.7,0.0
2024-09-06,12.2,17.8,82,12.6,1023.7,0.0
2024-09-07,12.1,18.4,84,10.2,1019.5,0.1
2024-09-08,10.0,19.4,74,14.0,1014.3,0.0
2024-09-09,7.5,19.4,64,23.2,1002.6,3.5
2024-09-10,5.0,16.4,79,26.1,994.0,6.3
2024-09-11,3.6,13.5,91,25.0,995.2,13.8
2024-09-12,3.1,12.5,78,16.0,1006.5,0.0
2024-09-13,4.6,13.5,77,8.7,1013.9,0.1
2024-09-14,2.4,12.7,72,17.8,1018.3,0.0
2024-09-15,2.7,11.9,69,11.5,1021.1,0.0
2024-09-16,4.0,12.8,86,9.2,1022.7,1.8
2024-09-17,6.2,13.9,83,10.0,1027.5,0.1
2024-09-18,7.6,13.2,89,7.2,1030.9,0.0
2024-09-19,7.9,13.5,87,10.0,1030.1,0.0
2024-09-20,6.2,14.7,82,12.8,1026.7,0.0
2024-09-21,4.2,13.0,80,12.4,1024.0,0.0
2024-09-22,3.2,12.3,77,7.6,1019.7,0.0
2024-09-23,5.7,13.2,86,11.7,1009.2,0.3
2024-09-24,12.9,14.9,90,12.4,1000.6,0.0
2024-09-25,5.3,14.6,79,23.7,991.3,3.2
2024-09-26,3.2,12.8,80,16.6,991.7,15.8
2024-09-27,2.6,10.7,98,13.2,982.4,19.1
2024-09-28,1.8,8.2,82,13.3,997.2,1.0
2024-09-29,1.8,7.1,74,16.7,1014.9,0.0
2024-09-30,3.9,7.2,78,10.3,1025.0,0.0
2024-10-01,3.2,8.8,79,12.6,1021.5,0.6
2024-10-02,2.3,8.6,79,16.7,1014.8,0.0
2024-10-03,3.3,7.8,86,12.4,1017.1,0.0
2024-10-04,4.9,7.5,86,10.3,1016.7,0.0
2024-10-05,4.0,8.7,87,12.9,1014.6,0.0
2024-10-06,3.7,9.5,85,18.3,1009.3,0.0
2024-10-07,6.7,8.2,87,9.1,1007.4,0.0
2024-10-08,5.7,10.6,90,17.4,1004.9,5.0
2024-10-09,4.4,11.3,100,18.6,990.7,29.3
2024-10-10,4.7,12.3,99,23.4,983.0,21.4
2024-10-11,2.6,7.5,87,18.2,995.6,2.6
2024-10-12,2.8,7.9,79,18.9,1010.5,0.1
2024-10-13,4.5,9.2,81,17.0,1005.1,0.9
2024-10-14,6.5,8.3,90,11.1,1006.6,0.1
2024-10-15,2.8,4.2,84,13.0,1017.8,0.0
2024-10-16,3.1,6.0,84,13.2,1024.6,0.0
2024-10-17,3.6,9.8,77,19.6,1019.8,0.0
2024-10-18,7.3,10.6,87,16.3,1016.7,0.0
2024-10-19,5.8,10.9,84,18.9,1018.1,6.0
2024-10-20,9.3,12.1,89,23.0,1015.9,0.1
2024-10-21,6.0,13.0,77,25.2,1008.2,0.4
2024-10-22,3.8,10.4,78,23.9,1011.6,0.0
2024-10-23,3.3,10.0,71,25.2,1015.8,0.0
2024-10-24,4.5,10.9,83,19.5,1020.5,0.0
2024-10-25,7.3,8.9,86,18.4,1017.2,0.0
2024-10-26,11.0,8.2,94,9.5,1015.6,0.5
2024-10-27,8.8,9.7,95,23.2,1008.1,7.0
2024-10-28,3.8,7.7,84,17.8,1010.3,0.0
2024-10-29,4.5,6.4,87,20.0,1013.0,0.0
2024-10-30,2.1,8.6,73,20.8,1007.2,0.0
2024-10-31,3.3,7.8,89,18.0,1002.6,1.5
2024-11-01,1.4,8.4,67,28.3,993.0,3.8
2024-11-02,1.6,3.3,60,25.6,1017.8,0.0
2024-11-03,1.3,6.9,73,28.7,1011.6,0.0
2024-11-04,3.0,3.8,79,15.7,1023.6,0.0
2024-11-05,4.9,5.3,96,16.6,1020.1,0.0
2024-11-06,6.4,4.8,96,16.5,1022.3,0.0
2024-11-07,6.4,4.9,90,13.2,1027.5,0.0
2024-11-08,7.9,4.9,95,13.2,1030.7,0.0
2024-11-09,9.3,5.6,96,12.3,1029.6,0.0
2024-11-10,10.1,5.2,94,9.1,1026.6,0.0
2024-11-11,10.0,4.7,95,10.0,1022.5,2.7
2024-11-12,6.2,2.7,94,10.2,1027.0,0.0
2024-11-13,5.4,3.5,93,15.2,1018.5,0.0
2024-11-14,3.6,4.4,79,18.0,1011.2,0.0
2024-11-15,3.4,5.9,83,23.6,1004.6,0.0
2024-11-16,2.3,7.7,74,27.6,989.7,0.1
2024-11-17,1.5,4.8,73,23.6,980.4,0.0
2024-11-18,2.5,1.6,75,15.8,987.3,0.0
2024-11-19,4.6,-1.4,90,15.1,992.2,0.0
2024-11-20,1.4,0.5,83,23.5,981.7,5.4
2024-11-21,1.2,-3.1,82,26.1,977.6,1.7
2024-11-22,2.2,-5.8,80,18.3,984.4,0.0
2024-11-23,3.4,-4.4,79,17.0,998.0,0.0
2024-11-24,3.6,0.5,91,28.2,1003.1,4.3
2024-11-25,5.4,8.7,91,30.6,993.5,4.4
2024-11-26,3.7,6.0,91,19.0,1000.2,0.4
2024-11-27,5.1,4.4,96,15.4,1009.0,0.2
2024-11-28,2.8,1.0,90,13.4,1016.8,0.0
2024-11-29,3.3,0.0,90,16.3,1021.7,0.1
2024-11-30,4.6,4.5,86,21.4,1017.9,2.2
2024-12-01,5.9,6.4,89,18.4,1013.4,0.0
2024-12-02,6.8,4.4,88,18.2,1002.2,2.8
2024-12-03,2.8,-1.4,87,23.0,1012.3,7.1
2024-12-04,5.2,-5.1,89,7.9,1026.6,0.0
2024-12-05,4.7,-1.3,92,12.6,1018.3,0.2
2024-12-06,7.9,1.5,91,15.2,1010.6,0.0
2024-12-07,8.5,0.9,89,13.0,1011.4,0.0
2024-12-08,8.8,0.5,94,10.5,1021.4,0.0
2024-12-09,3.9,-0.5,92,13.7,1033.8,0.0
2024-12-10,4.2,-2.7,83,15.6,1027.9,0.0
2024-12-11,3.7,-1.6,80,13.7,1024.9,0.0
2024-12-12,4.3,-4.6,84,12.0,1027.0,0.0
2024-12-13,4.2,-2.4,90,18.6,1020.1,0.6
2024-12-14,2.6,1.1,93,21.1,995.4,3.4
2024-12-15,1.5,-0.7,81,27.1,994.7,1.6
2024-12-16,1.7,3.3,74,34.4,988.1,1.4
2024-12-17,1.9,0.9,65,22.0,1001.4,0.1
2024-12-18,3.8,1.0,89,22.2,997.8,5.1
2024-12-19,3.2,4.1,92,24.2,979.0,1.6
2024-12-20,2.3,0.0,86,17.3,988.0,1.8
2024-12-21,2.6,0.7,93,18.2,991.4,6.3
2024-12-22,3.6,2.0,97,21.0,982.2,5.1
2024-12-23,8.5,0.8,96,10.0,998.5,0.1
2024-12-24,5.5,0.4,96,15.6,1014.1,0.1
2024-12-25,3.6,5.9,96,20.0,1017.4,0.0
2024-12-26,3.8,6.6,98,21.8,1023.4,0.0
2024-12-27,5.3,5.2,99,14.7,1026.6,0.7
2024-12-28,4.5,5.0,98,16.7,1018.5,0.8
2024-12-29,2.7,6.1,87,29.9,1003.4,1.9
2024-12-30,2.3,2.0,77,30.2,1001.3,0.8
2024-12-31,3.2,-2.6,78,18.0,1005.5,2.9
2025-01-01,1.8,-0.9,93,18.4,984.9,6.0
2025-01-02,2.9,-6.2,84,17.8,990.2,0.0
2025-01-03,4.5,-9.3,83,17.0,992.8,0.3
2025-01-04,3.0,-8.5,74,23.8,1000.0,0.0
2025-01-05,5.0,-12.3,83,13.7,1001.4,0.0
2025-01-06,4.3,-2.8,87,26.8,993.8,5.6
2025-01-07,3.2,2.0,85,25.8,982.3,2.6
2025-01-08,4.3,0.5,90,20.6,983.6,1.5
2025-01-09,8.3,-5.0,96,7.0,993.0,0.0
2025-01-10,3.7,-1.3,94,32.8,1001.4,3.1
2025-01-11,1.9,-1.5,90,32.6,1009.7,5.3
2025-01-12,2.9,-4.9,83,23.0,1027.2,0.0
2025-01-13,3.5,-1.3,86,32.8,1020.8,0.0
2025-01-14,4.0,2.6,95,25.5,1007.9,0.3
2025-01-15,4.3,0.2,93,18.6,1019.4,0.0
2025-01-16,4.3,3.0,98,19.8,1017.1,0.0
2025-01-17,5.6,4.0,89,29.6,1016.7,0.3
2025-01-18,4.8,2.3,93,22.9,1020.6,0.0
2025-01-19,4.9,1.6,97,20.4,1017.4,0.0
2025-01-20,5.9,0.3,96,14.6,1018.9,0.4
2025-01-21,13.8,1.3,98,14.1,1010.1,1.6
2025-01-22,13.0,1.5,98,12.4,1005.6,1.2
2025-01-23,10.3,1.6,98,22.8,999.2,6.8
2025-01-24,4.7,2.5,91,29.0,996.2,3.1
2025-01-25,3.2,3.9,79,25.4,992.1,0.2
2025-01-26,5.2,2.2,84,22.1,999.2,0.0
2025-01-27,5.9,-0.0,96,20.8,996.1,2.9
2025-01-28,8.3,1.8,99,11.5,995.6,0.2
2025-01-29,4.9,2.8,99,15.8,993.0,13.8
2025-01-30,3.6,1.1,94,15.4,1001.5,0.1
2025-01-31,4.2,0.4,93,12.7,1012.2,0.9
2025-02-01,2.0,-1.1,80,15.3,1022.0,0.0
2025-02-02,2.1,-2.2,81,13.3,1020.7,0.0
2025-02-03,3.4,-1.8,75,12.9,1022.1,0.0
2025-02-04,8.2,-0.1,88,13.5,1019.3,1.5
2025-02-05,9.1,2.5,89,20.2,1019.1,0.0
2025-02-06,5.8,-0.1,83,11.5,1039.2,0.0
2025-02-07,7.1,-0.4,88,13.9,1045.1,0.0
2025-02-08,6.7,-0.0,78,15.3,1039.4,0.0
2025-02-09,10.6,-0.5,81,8.7,1037.7,0.0
2025-02-10,11.5,-2.4,83,6.5,1040.2,0.0
2025-02-11,8.5,-2.5,91,4.5,1037.5,0.0
2025-02-12,6.4,-2.1,89,6.4,1028.7,0.0
2025-02-13,3.5,-2.3,80,20.1,1023.2,0.1
2025-02-14,3.1,-4.8,81,12.1,1021.4,0.0
2025-02-15,2.5,-7.0,81,20.8,1019.6,0.1
