account_id,event_time,amount,balance,credit_score,tier,sessions_7d,health_score,churned,source
A0054,1771616456000,20.31,6276.33,\N,\N,\N,\N,\N,transactions
A0054,1774982852000,36.34,6585.77,\N,\N,\N,\N,\N,transactions
A0055,1767284770000,32.95,3863.06,\N,\N,\N,\N,\N,transactions
A0055,1768296473000,13.42,3948.97,\N,\N,\N,\N,\N,transactions
A0055,1768573477000,15.78,3937.05,\N,\N,\N,\N,\N,transactions
A0055,1768792910000,67.62,4561.39,\N,\N,\N,\N,\N,transactions
A0055,1770940821000,3.48,5039.64,\N,\N,\N,\N,\N,transactions
A0055,1770991958000,52.56,5426.73,\N,\N,\N,\N,\N,transactions
A0055,1773080893000,3.03,6076.72,\N,\N,\N,\N,\N,transactions
A0055,1773864297000,178.06,6129.9,\N,\N,\N,\N,\N,transactions
A0056,1767248098000,12.35,5993.07,\N,\N,\N,\N,\N,transactions
A0056,1768629300000,8.69,5999.72,\N,\N,\N,\N,\N,transactions
A0056,1768938734000,118.89,5765.19,\N,\N,\N,\N,\N,transactions
A0056,1769153374000,13.75,6074.14,\N,\N,\N,\N,\N,transactions
A0056,1772912972000,5.78,5426.51,\N,\N,\N,\N,\N,transactions
A0057,1767255706000,2.76,5573.73,\N,\N,\N,\N,\N,transactions
A0057,1768079292000,3.86,5827.16,\N,\N,\N,\N,\N,transactions
A0057,1768520720000,12.26,5733.29,\N,\N,\N,\N,\N,transactions
A0057,1769855314000,14.66,6155.79,\N,\N,\N,\N,\N,transactions
A0057,1770066563000,10.85,6456.28,\N,\N,\N,\N,\N,transactions
A0057,1770202260000,38.63,5992.2,\N,\N,\N,\N,\N,transactions
A0057,1773803776000,40.98,6335.54,\N,\N,\N,\N,\N,transactions
A0058,1767245797000,11.12,6212.87,\N,\N,\N,\N,\N,transactions
A0058,1767612140000,160.58,5820.23,\N,\N,\N,\N,\N,transactions
A0058,1771002432000,50.32,5399.09,\N,\N,\N,\N,\N,transactions
A0058,1771577588000,103.66,4772.42,\N,\N,\N,\N,\N,transactions
A0058,1772542256000,18.55,5135.97,\N,\N,\N,\N,\N,transactions
A0058,1772631637000,158.36,5197.73,\N,\N,\N,\N,\N,transactions
A0059,1767274497000,50.2,4253.14,\N,\N,\N,\N,\N,transactions
A0059,1767274497000,50.2,4253.14,\N,\N,\N,\N,\N,transactions
A0059,1768427826000,60.19,4984.32,\N,\N,\N,\N,\N,transactions
A0059,1770852688000,53.48,5866.86,\N,\N,\N,\N,\N,transactions
A0059,1773331931000,82.76,5010.18,\N,\N,\N,\N,\N,transactions
A0059,1773773005000,34.91,4748.07,\N,\N,\N,\N,\N,transactions
A0060,1767276424000,39.52,9495.82,\N,\N,\N,\N,\N,transactions
A0060,1769344696000,236.04,9781.93,\N,\N,\N,\N,\N,transactions
A0060,1769898231000,33.5,9276.9,\N,\N,\N,\N,\N,transactions
A0060,1770298589000,42.75,9592.93,\N,\N,\N,\N,\N,transactions
A0060,1772032246000,10.36,9539.55,\N,\N,\N,\N,\N,transactions
A0060,1772032246000,10.36,9539.55,\N,\N,\N,\N,\N,transactions
A0060,1773287082000,96.13,9614.79,\N,\N,\N,\N,\N,transactions
A0060,1774868007000,14.44,9908.54,\N,\N,\N,\N,\N,transactions
A0061,1767267538000,31.93,4047.07,\N,\N,\N,\N,\N,transactions
A0061,1768136428000,42.28,4555.41,\N,\N,\N,\N,\N,transactions
A0061,1768179160000,26.52,4168.86,\N,\N,\N,\N,\N,transactions
A0061,1769303790000,107.39,4432.51,\N,\N,\N,\N,\N,transactions
A0061,1769823327000,59.51,5235.7,\N,\N,\N,\N,\N,transactions
A0061,1773402232000,283.83,4918.35,\N,\N,\N,\N,\N,transactions
A0061,1774250918000,29.73,5947.58,\N,\N,\N,\N,\N,transactions
A0062,1767281132000,29.07,4084.32,\N,\N,\N,\N,\N,transactions
A0062,1769136578000,3.68,4157.73,\N,\N,\N,\N,\N,transactions
A0062,1770527326000,523.48,4039.74,\N,\N,\N,\N,\N,transactions
A0062,1773002831000,30.87,3689.54,\N,\N,\N,\N,\N,transactions
A0062,1774606969000,34.07,3701.77,\N,\N,\N,\N,\N,transactions
A0063,1767229331000,29.36,4604.24,\N,\N,\N,\N,\N,transactions
A0063,1767915605000,22.24,4701.47,\N,\N,\N,\N,\N,transactions
A0063,1768260441000,30.77,4504.3,\N,\N,\N,\N,\N,transactions
A0063,1768657342000,525.54,5114.08,\N,\N,\N,\N,\N,transactions
A0063,1772642615000,84.47,3960.62,\N,\N,\N,\N,\N,transactions
A0063,1773667570000,12.15,4782.49,\N,\N,\N,\N,\N,transactions
A0064,1767251086000,19.87,6335.52,\N,\N,\N,\N,\N,transactions
A0064,1768601414000,27.64,5538.96,\N,\N,\N,\N,\N,transactions
A0064,1770116305000,32.04,5561.59,\N,\N,\N,\N,\N,transactions
A0064,1771762496000,126.93,5696.34,\N,\N,\N,\N,\N,transactions
A0064,1772361160000,18.36,5563.65,\N,\N,\N,\N,\N,transactions
A0064,1774527225000,5.7,4434.26,\N,\N,\N,\N,\N,transactions
A0064,1774886415000,46.52,5317.76,\N,\N,\N,\N,\N,transactions
A0065,1767240417000,2.07,2267.94,\N,\N,\N,\N,\N,transactions
A0065,1769048933000,7.64,2179.85,\N,\N,\N,\N,\N,transactions
A0065,1770038020000,35.36,1889.8,\N,\N,\N,\N,\N,transactions
A0065,1770148008000,43.07,1942.07,\N,\N,\N,\N,\N,transactions
A0065,1771041608000,51.45,2665.4,\N,\N,\N,\N,\N,transactions
A0065,1772829300000,94.26,2685.47,\N,\N,\N,\N,\N,transactions
A0065,1772936162000,46.5,2764.87,\N,\N,\N,\N,\N,transactions
A0065,1774804836000,76.85,2453.05,\N,\N,\N,\N,\N,transactions
A0066,1767255947000,13.34,785.93,\N,\N,\N,\N,\N,transactions
A0066,1770900623000,9.05,1381.4,\N,\N,\N,\N,\N,transactions
A0066,1772696717000,25.07,1414.01,\N,\N,\N,\N,\N,transactions
A0066,1773040193000,191.44,500.53,\N,\N,\N,\N,\N,transactions
A0066,1773855417000,36.51,358.44,\N,\N,\N,\N,\N,transactions
A0067,1767243438000,29.04,7219.06,\N,\N,\N,\N,\N,transactions
A0067,1769043622000,13.83,7690.19,\N,\N,\N,\N,\N,transactions
A0067,1769133161000,13.21,7861.44,\N,\N,\N,\N,\N,transactions
A0067,1770520796000,12.63,7981.15,\N,\N,\N,\N,\N,transactions
A0067,1771880998000,49.55,7213.72,\N,\N,\N,\N,\N,transactions
A0067,1772081241000,47.14,7065.66,\N,\N,\N,\N,\N,transactions
A0067,1773421389000,18.95,7800.59,\N,\N,\N,\N,\N,transactions
A0067,1774371774000,75.35,8249.99,\N,\N,\N,\N,\N,transactions
A0068,1767296867000,26.58,1535.31,\N,\N,\N,\N,\N,transactions
A0068,1767296867000,26.58,1535.31,\N,\N,\N,\N,\N,transactions
A0068,1767405687000,59.47,989.96,\N,\N,\N,\N,\N,transactions
A0068,1768328666000,8.53,1468.28,\N,\N,\N,\N,\N,transactions
A0068,1768328666000,8.53,1468.28,\N,\N,\N,\N,\N,transactions
A0068,1771239708000,33.43,773.53,\N,\N,\N,\N,\N,transactions
A0068,1771618790000,81.75,891.68,\N,\N,\N,\N,\N,transactions
A0068,1774489273000,5.42,482.59,\N,\N,\N,\N,\N,transactions
A0069,1767246420000,4.79,5639.54,\N,\N,\N,\N,\N,transactions
A0069,1767712741000,50.99,5103.57,\N,\N,\N,\N,\N,transactions
A0069,1770050565000,6.39,4810.55,\N,\N,\N,\N,\N,transactions
A0069,1772109415000,16.72,4648.62,\N,\N,\N,\N,\N,transactions
A0069,1772461037000,14.3,4295.94,\N,\N,\N,\N,\N,transactions
A0069,1772645508000,11.79,4737.79,\N,\N,\N,\N,\N,transactions
A0069,1773435996000,30.14,5332.27,\N,\N,\N,\N,\N,transactions
A0070,1767253338000,32.58,3417.71,\N,\N,\N,\N,\N,transactions
A0070,1768186708000,13.25,3492.96,\N,\N,\N,\N,\N,transactions
A0070,1768329873000,32.14,3113.42,\N,\N,\N,\N,\N,transactions
A0070,1768470256000,36.72,3275.93,\N,\N,\N,\N,\N,transactions
A0070,1768833005000,25.42,2987.05,\N,\N,\N,\N,\N,transactions
A0070,1770222254000,36.32,3568.8,\N,\N,\N,\N,\N,transactions
A0070,1774055426000,13.85,3664.11,\N,\N,\N,\N,\N,transactions
A0070,1774337106000,17.94,3620.79,\N,\N,\N,\N,\N,transactions
A0071,1767247798000,156.24,4878.12,\N,\N,\N,\N,\N,transactions
A0071,1769255640000,88.86,5566.98,\N,\N,\N,\N,\N,transactions
A0071,1769844229000,69.85,4980.76,\N,\N,\N,\N,\N,transactions
A0071,1771121722000,70.32,4249.57,\N,\N,\N,\N,\N,transactions
A0071,1773739860000,31.62,4190.74,\N,\N,\N,\N,\N,transactions
A0072,1767297429000,58.16,4684.86,\N,\N,\N,\N,\N,transactions
A0072,1769348629000,49.91,4922.21,\N,\N,\N,\N,\N,transactions
A0072,1771163551000,37.81,5472.14,\N,\N,\N,\N,\N,transactions
A0072,1771924784000,369.07,5482.12,\N,\N,\N,\N,\N,transactions
A0072,1773567679000,120.0,5427.32,\N,\N,\N,\N,\N,transactions
A0072,1773661069000,13.3,4925.75,\N,\N,\N,\N,\N,transactions
A0073,1767262150000,54.66,7233.38,\N,\N,\N,\N,\N,transactions
A0073,1769474997000,8.38,7512.22,\N,\N,\N,\N,\N,transactions
A0073,1769474997000,8.38,7512.22,\N,\N,\N,\N,\N,transactions
A0073,1769927315000,18.66,7149.84,\N,\N,\N,\N,\N,transactions
A0073,1771458902000,16.48,7406.57,\N,\N,\N,\N,\N,transactions
A0073,1771495825000,59.49,7900.1,\N,\N,\N,\N,\N,transactions
A0073,1772180652000,119.18,8082.95,\N,\N,\N,\N,\N,transactions
A0073,1773143020000,20.94,7486.37,\N,\N,\N,\N,\N,transactions
A0073,1773416777000,78.14,6764.69,\N,\N,\N,\N,\N,transactions
A0074,1767272877000,8.76,5818.33,\N,\N,\N,\N,\N,transactions
A0074,1767544906000,74.35,6578.24,\N,\N,\N,\N,\N,transactions
A0074,1770271494000,9.39,6112.33,\N,\N,\N,\N,\N,transactions
A0074,1772009120000,75.84,6118.03,\N,\N,\N,\N,\N,transactions
A0074,1773319077000,151.22,5655.9,\N,\N,\N,\N,\N,transactions
A0075,1767235447000,96.13,9456.4,\N,\N,\N,\N,\N,transactions
A0075,1770215180000,12.37,9346.62,\N,\N,\N,\N,\N,transactions
A0075,1771017948000,116.72,8322.84,\N,\N,\N,\N,\N,transactions
A0075,1772094437000,90.26,7794.25,\N,\N,\N,\N,\N,transactions
A0075,1772208682000,5.54,7495.08,\N,\N,\N,\N,\N,transactions
A0075,1774618018000,46.73,7303.88,\N,\N,\N,\N,\N,transactions
A0076,1767291008000,32.89,4341.84,\N,\N,\N,\N,\N,transactions
A0076,1769248799000,29.58,4255.95,\N,\N,\N,\N,\N,transactions
A0076,1770063691000,113.24,4353.83,\N,\N,\N,\N,\N,transactions
A0076,1771237365000,15.93,4371.36,\N,\N,\N,\N,\N,transactions
A0076,1771344919000,19.7,3638.25,\N,\N,\N,\N,\N,transactions
A0076,1772033983000,30.93,3856.31,\N,\N,\N,\N,\N,transactions
A0076,1773790078000,101.67,4099.86,\N,\N,\N,\N,\N,transactions
A0076,1774466088000,87.3,4393.55,\N,\N,\N,\N,\N,transactions
A0077,1767232771000,28.26,3927.58,\N,\N,\N,\N,\N,transactions
A0077,1770381644000,9.95,3809.23,\N,\N,\N,\N,\N,transactions
A0077,1770951458000,22.68,4037.95,\N,\N,\N,\N,\N,transactions
A0077,1773437034000,87.79,4211.42,\N,\N,\N,\N,\N,transactions
A0077,1774696951000,24.61,4265.0,\N,\N,\N,\N,\N,transactions
A0078,1767253004000,80.32,6214.42,\N,\N,\N,\N,\N,transactions
A0078,1770962419000,55.05,6631.89,\N,\N,\N,\N,\N,transactions
A0078,1771536125000,56.56,5931.94,\N,\N,\N,\N,\N,transactions
A0078,1773381831000,183.04,5587.94,\N,\N,\N,\N,\N,transactions
A0078,1774897049000,63.76,5853.24,\N,\N,\N,\N,\N,transactions
A0079,1767239791000,12.48,7796.83,\N,\N,\N,\N,\N,transactions
A0079,1767543202000,20.02,7762.47,\N,\N,\N,\N,\N,transactions
A0079,1768446808000,105.81,7734.35,\N,\N,\N,\N,\N,transactions
A0079,1772471919000,51.08,8486.83,\N,\N,\N,\N,\N,transactions
A0079,1773095201000,23.84,8127.09,\N,\N,\N,\N,\N,transactions
A0079,1773222316000,15.67,8744.9,\N,\N,\N,\N,\N,transactions
A0079,1774698254000,32.95,8790.24,\N,\N,\N,\N,\N,transactions
A0080,1767254478000,10.36,6311.64,\N,\N,\N,\N,\N,transactions
A0080,1767254478000,10.36,6311.64,\N,\N,\N,\N,\N,transactions
A0080,1768513537000,20.04,5736.56,\N,\N,\N,\N,\N,transactions
A0080,1768940450000,147.04,6838.08,\N,\N,\N,\N,\N,transactions
A0080,1773615198000,34.38,6946.12,\N,\N,\N,\N,\N,transactions
A0080,1773983421000,12.88,6743.21,\N,\N,\N,\N,\N,transactions
A0081,1767244122000,58.09,2124.85,\N,\N,\N,\N,\N,transactions
A0081,1767407267000,97.93,1386.72,\N,\N,\N,\N,\N,transactions
A0081,1768629413000,17.93,1827.56,\N,\N,\N,\N,\N,transactions
A0081,1768629413000,17.93,1827.56,\N,\N,\N,\N,\N,transactions
A0081,1769145748000,114.66,2054.56,\N,\N,\N,\N,\N,transactions
A0081,1769540906000,140.46,1927.73,\N,\N,\N,\N,\N,transactions
A0081,1771870122000,97.78,2024.67,\N,\N,\N,\N,\N,transactions
A0081,1773122491000,94.93,2471.49,\N,\N,\N,\N,\N,transactions
A0081,1774037420000,73.29,2640.89,\N,\N,\N,\N,\N,transactions
A0081,1774284672000,9.39,1907.22,\N,\N,\N,\N,\N,transactions
A0082,1767231820000,14.25,3715.56,\N,\N,\N,\N,\N,transactions
A0082,1768955225000,9.3,3198.07,\N,\N,\N,\N,\N,transactions
A0082,1770291229000,17.79,2957.15,\N,\N,\N,\N,\N,transactions
A0082,1770836068000,35.87,2583.33,\N,\N,\N,\N,\N,transactions
A0082,1772060757000,49.71,2433.79,\N,\N,\N,\N,\N,transactions
A0082,1772117372000,8.51,2337.48,\N,\N,\N,\N,\N,transactions
A0082,1773372773000,35.11,2579.64,\N,\N,\N,\N,\N,transactions
A0082,1773372773000,35.11,2579.64,\N,\N,\N,\N,\N,transactions
A0082,1774814170000,44.1,2465.12,\N,\N,\N,\N,\N,transactions
A0083,1767244857000,83.8,8689.86,\N,\N,\N,\N,\N,transactions
A0083,1768391352000,5.27,8666.27,\N,\N,\N,\N,\N,transactions
A0083,1769217401000,6.59,8326.49,\N,\N,\N,\N,\N,transactions
A0083,1769758088000,28.36,9070.94,\N,\N,\N,\N,\N,transactions
A0083,1770922892000,6.88,8980.68,\N,\N,\N,\N,\N,transactions
A0083,1774667421000,22.83,9502.83,\N,\N,\N,\N,\N,transactions
A0083,1774936690000,140.63,9459.35,\N,\N,\N,\N,\N,transactions
A0084,1767247776000,32.34,3658.22,\N,\N,\N,\N,\N,transactions
A0084,1771365846000,50.36,4053.73,\N,\N,\N,\N,\N,transactions
A0084,1772231870000,7.05,4192.66,\N,\N,\N,\N,\N,transactions
A0084,1774804954000,40.37,3525.68,\N,\N,\N,\N,\N,transactions
A0085,1767291060000,8.54,4027.8,\N,\N,\N,\N,\N,transactions
A0085,1770487293000,55.9,3684.05,\N,\N,\N,\N,\N,transactions
A0085,1770955541000,110.93,3770.08,\N,\N,\N,\N,\N,transactions
A0085,1773924114000,29.37,3848.12,\N,\N,\N,\N,\N,transactions
A0085,1774640459000,19.99,3489.4,\N,\N,\N,\N,\N,transactions
A0086,1767237010000,28.15,8308.47,\N,\N,\N,\N,\N,transactions
A0086,1769369003000,43.01,8485.31,\N,\N,\N,\N,\N,transactions
A0086,1772064107000,38.69,8077.1,\N,\N,\N,\N,\N,transactions
A0086,1774541463000,15.02,7496.98,\N,\N,\N,\N,\N,transactions
A0087,1767283474000,72.31,7179.63,\N,\N,\N,\N,\N,transactions
A0087,1768691820000,89.87,7197.02,\N,\N,\N,\N,\N,transactions
A0087,1769201846000,44.33,6657.02,\N,\N,\N,\N,\N,transactions
A0087,1770374504000,51.76,6593.71,\N,\N,\N,\N,\N,transactions
A0087,1771202540000,20.8,5850.06,\N,\N,\N,\N,\N,transactions
A0087,1773355334000,21.93,6324.07,\N,\N,\N,\N,\N,transactions
A0088,1767253869000,18.58,5111.19,\N,\N,\N,\N,\N,transactions
A0088,1767458641000,56.82,5459.99,\N,\N,\N,\N,\N,transactions
A0088,1771700040000,4.86,5841.08,\N,\N,\N,\N,\N,transactions
A0088,1772644629000,11.27,5718.44,\N,\N,\N,\N,\N,transactions
A0089,1767297320000,22.02,-227.75,\N,\N,\N,\N,\N,transactions
A0089,1768003778000,53.45,-850.31,\N,\N,\N,\N,\N,transactions
A0089,1768837039000,116.0,-765.45,\N,\N,\N,\N,\N,transactions
A0089,1769013342000,25.75,-521.8,\N,\N,\N,\N,\N,transactions
A0089,1770547175000,31.29,-878.52,\N,\N,\N,\N,\N,transactions
A0089,1772229977000,41.31,-1454.94,\N,\N,\N,\N,\N,transactions
A0089,1772986449000,64.28,-1413.51,\N,\N,\N,\N,\N,transactions
A0090,1767895179000,18.23,6158.82,\N,\N,\N,\N,\N,transactions
A0090,1767895179000,18.23,6158.82,\N,\N,\N,\N,\N,transactions
A0090,1770479218000,62.1,5860.9,\N,\N,\N,\N,\N,transactions
A0090,1771899482000,14.65,5649.68,\N,\N,\N,\N,\N,transactions
A0090,1771937763000,10.22,6082.85,\N,\N,\N,\N,\N,transactions
A0090,1773691413000,32.61,5899.68,\N,\N,\N,\N,\N,transactions
A0090,1774247065000,119.24,5452.48,\N,\N,\N,\N,\N,transactions
A0090,1774247065000,119.24,5452.48,\N,\N,\N,\N,\N,transactions
A0091,1767292258000,6.18,4532.13,\N,\N,\N,\N,\N,transactions
A0091,1767613049000,12.83,4739.43,\N,\N,\N,\N,\N,transactions
A0091,1767753614000,199.03,4407.89,\N,\N,\N,\N,\N,transactions
A0091,1772886882000,119.44,4052.27,\N,\N,\N,\N,\N,transactions
A0091,1774579488000,138.24,3696.63,\N,\N,\N,\N,\N,transactions
A0091,1774996772000,24.62,3204.83,\N,\N,\N,\N,\N,transactions
A0092,1767282287000,18.0,4299.01,\N,\N,\N,\N,\N,transactions
A0092,1767806585000,63.68,3712.53,\N,\N,\N,\N,\N,transactions
A0092,1770919879000,166.95,3764.41,\N,\N,\N,\N,\N,transactions
A0092,1771917672000,71.39,3847.13,\N,\N,\N,\N,\N,transactions
A0092,1772077149000,32.27,4110.16,\N,\N,\N,\N,\N,transactions
A0092,1773239935000,33.31,3774.71,\N,\N,\N,\N,\N,transactions
A0092,1773810877000,55.78,3636.63,\N,\N,\N,\N,\N,transactions
A0092,1774861441000,78.87,2948.22,\N,\N,\N,\N,\N,transactions
A0093,1767291355000,31.12,2507.98,\N,\N,\N,\N,\N,transactions
A0093,1769878877000,102.16,2126.34,\N,\N,\N,\N,\N,transactions
A0093,1771201949000,6.59,2353.56,\N,\N,\N,\N,\N,transactions
A0093,1771235895000,43.53,2979.01,\N,\N,\N,\N,\N,transactions
A0093,1771883795000,62.59,3406.98,\N,\N,\N,\N,\N,transactions
A0093,1772139530000,7.54,3063.7,\N,\N,\N,\N,\N,transactions
A0093,1773879724000,19.34,2762.3,\N,\N,\N,\N,\N,transactions
A0093,1773879724000,19.34,2762.3,\N,\N,\N,\N,\N,transactions
A0093,1774089167000,14.94,2512.48,\N,\N,\N,\N,\N,transactions
A0094,1767249706000,21.29,4721.47,\N,\N,\N,\N,\N,transactions
A0094,1768421178000,165.99,4233.62,\N,\N,\N,\N,\N,transactions
A0094,1772333159000,2.3,5616.9,\N,\N,\N,\N,\N,transactions
A0094,1773911882000,11.49,5285.62,\N,\N,\N,\N,\N,transactions
A0094,1774794310000,13.04,5833.98,\N,\N,\N,\N,\N,transactions
A0095,1767250065000,40.74,7309.66,\N,\N,\N,\N,\N,transactions
A0095,1767645829000,94.19,7765.51,\N,\N,\N,\N,\N,transactions
A0095,1769537842000,30.91,7600.25,\N,\N,\N,\N,\N,transactions
A0095,1770844202000,88.01,7741.74,\N,\N,\N,\N,\N,transactions
A0095,1772752004000,81.7,7249.11,\N,\N,\N,\N,\N,transactions
A0096,1767285664000,60.45,3298.26,\N,\N,\N,\N,\N,transactions
A0096,1768775031000,25.4,2656.67,\N,\N,\N,\N,\N,transactions
A0096,1769052694000,21.01,3094.05,\N,\N,\N,\N,\N,transactions
A0096,1770399779000,23.24,3081.3,\N,\N,\N,\N,\N,transactions
A0096,1771590547000,76.53,3024.79,\N,\N,\N,\N,\N,transactions
A0096,1772346522000,9.97,2729.41,\N,\N,\N,\N,\N,transactions
A0096,1772346522000,9.97,2729.41,\N,\N,\N,\N,\N,transactions
A0096,1774687621000,35.52,2868.03,\N,\N,\N,\N,\N,transactions
A0097,1767252079000,104.69,5464.67,\N,\N,\N,\N,\N,transactions
A0097,1767816342000,5.45,5250.96,\N,\N,\N,\N,\N,transactions
A0097,1770482107000,27.42,4544.99,\N,\N,\N,\N,\N,transactions
A0097,1771384297000,74.31,4783.51,\N,\N,\N,\N,\N,transactions
A0097,1771384297000,74.31,4783.51,\N,\N,\N,\N,\N,transactions
A0097,1773544469000,34.76,4126.52,\N,\N,\N,\N,\N,transactions
A0097,1774349104000,7.65,3705.34,\N,\N,\N,\N,\N,transactions
A0098,1767288421000,67.16,3338.89,\N,\N,\N,\N,\N,transactions
A0098,1767540208000,126.27,3385.24,\N,\N,\N,\N,\N,transactions
A0098,1769811105000,487.91,3540.28,\N,\N,\N,\N,\N,transactions
A0098,1769811105000,487.91,3540.28,\N,\N,\N,\N,\N,transactions
A0098,1770573551000,15.02,3889.41,\N,\N,\N,\N,\N,transactions
A0098,1770686119000,325.99,4128.38,\N,\N,\N,\N,\N,transactions
A0098,1773209945000,36.43,4180.0,\N,\N,\N,\N,\N,transactions
A0098,1773209945000,36.43,4180.0,\N,\N,\N,\N,\N,transactions
A0099,1767270837000,77.06,8596.24,\N,\N,\N,\N,\N,transactions
A0099,1768549287000,36.73,8492.56,\N,\N,\N,\N,\N,transactions
A0099,1768549287000,36.73,8492.56,\N,\N,\N,\N,\N,transactions
A0099,1768641413000,18.84,8897.73,\N,\N,\N,\N,\N,transactions
A0099,1771236452000,20.73,8373.73,\N,\N,\N,\N,\N,transactions
A0099,1771421801000,65.17,8271.75,\N,\N,\N,\N,\N,transactions
A0099,1772638338000,68.09,8531.56,\N,\N,\N,\N,\N,transactions
A0099,1774112777000,139.57,8709.39,\N,\N,\N,\N,\N,transactions
