row_id,account_id,event_time,amount_usd,amount_7d,is_weekend
R00462,A0048,1775017260000,14.6169000000,19.3700000000,0    
R00045,A0020,1772563500000,136.7200000000,136.7200000000,0  
R00556,A0048,1775500380000,0.5557500000,19.2600000000,0     
R00073,A0020,1772713620000,37.8714000000,166.5400000000,0   
R00601,A0048,1775684280000,15.0500000000,20.9000000000,0    
R00086,A0020,1772766840000,2.5051500000,192.9100000000,0    
R00616,A0048,1775744220000,0.5158500000,26.3300000000,0     
R00145,A0020,1773158580000,0.3344000000,196.4300000000,0    
R00619,A0048,1775749140000,3.8913000000,29.9000000000,0     
R00193,A0020,1773409860000,55.7600000000,59.2800000000,0    
R00648,A0048,1775945880000,1.8506000000,49.3800000000,1     
R00230,A0020,1773563640000,126.3200000000,185.6000000000,1  
R00666,A0048,1776051960000,2.0292000000,70.7400000000,0     
R00247,A0020,1773686460000,12.6502000000,318.7600000000,0   
R00677,A0048,1776095100000,17.7800000000,88.5200000000,0    
R00315,A0020,1774122780000,198.1708000000,415.5200000000,1  
R00684,A0048,1776131040000,11.1300000000,93.8000000000,0    
R00318,A0020,1774133940000,47.2100000000,462.7300000000,1   
R00009,A0057,1772396580000,40.2463000000,31.6900000000,1    
R00330,A0020,1774191480000,36.8681000000,365.4400000000,1   
R00019,A0057,1772452080000,1.3756000000,46.1700000000,0     
R00370,A0020,1774450440000,258.6700000000,490.9500000000,0  
R00052,A0057,1772582820000,17.1323000000,59.6600000000,0    
R00449,A0020,1774951620000,85.3200000000,343.9900000000,0   
R00114,A0057,1772992260000,19.2000000000,78.8600000000,1    
R00476,A0020,1775103840000,56.8071000000,130.0500000000,0   
R00121,A0057,1773017340000,9.8552000000,54.9300000000,0     
R00480,A0020,1775138580000,67.1549000000,191.6600000000,0   
R00136,A0057,1773111600000,2.2078000000,63.6900000000,0     
R00488,A0020,1775172840000,62.4205000000,240.8100000000,0   
R00172,A0057,1773289260000,1.4478000000,65.4400000000,0     
R00529,A0020,1775384880000,3.4444000000,243.9700000000,1    
R00201,A0057,1773471240000,18.4500000000,83.8900000000,1    
R00572,A0020,1775577480000,7.9352000000,165.9300000000,0    
R00207,A0057,1773490620000,21.2877000000,103.4200000000,1   
R00039,A0028,1772534400000,12.3200000000,12.3200000000,0    
R00258,A0057,1773737220000,6.8800000000,60.1000000000,0     
R00076,A0028,1772725440000,8.4257000000,20.0500000000,0     
R00261,A0057,1773772320000,71.5264000000,116.4200000000,0   
R00175,A0028,1773321120000,1.1685000000,20.0300000000,0     
R00390,A0057,1774578960000,3.9500000000,3.9500000000,0      
R00281,A0028,1773909780000,10.3632000000,20.4600000000,0    
R00538,A0057,1775440620000,19.0500000000,19.0500000000,0    
R00371,A0028,1774453980000,39.2182000000,44.1400000000,0    
R00593,A0057,1775658180000,6.3874000000,24.9100000000,0     
R00389,A0028,1774578660000,15.5600000000,51.5400000000,0    
R00631,A0057,1775828700000,1.0991500000,36.4800000000,0     
R00454,A0028,1774973760000,2.7198500000,80.1700000000,0     
R00643,A0057,1775923980000,71.0789000000,101.6900000000,1   
R00569,A0028,1775572560000,12.2843000000,39.9000000000,0    
R00138,A0023,1773112500000,64.6261000000,59.2900000000,0    
R00647,A0028,1775942820000,100.1100000000,111.3800000000,1  
R00169,A0023,1773267120000,85.0392000000,126.2500000000,0   
R00686,A0028,1776141060000,19.0423000000,128.8500000000,0   
R00238,A0023,1773627780000,5.7845500000,187.1400000000,0    
R00170,A0032,1773277140000,45.0342000000,35.4600000000,0    
R00324,A0023,1774146660000,11.5570000000,69.9900000000,1    
R00231,A0032,1773567840000,148.4035000000,171.6100000000,1  
R00475,A0023,1775102400000,10.8966000000,8.5800000000,0     
R00360,A0032,1774381920000,9.9953000000,9.1700000000,0      
R00495,A0023,1775197380000,75.5777000000,68.0900000000,0    
R00400,A0032,1774671720000,81.2813000000,83.7400000000,1    
R00501,A0023,1775226300000,22.2250000000,85.5900000000,0    
R00436,A0032,1774872780000,19.8816000000,101.9800000000,0   
R00507,A0023,1775253600000,48.8538000000,130.4100000000,0   
R00448,A0032,1774949940000,4.1420000000,105.7800000000,0    
R00573,A0023,1775580120000,5.4718000000,135.4300000000,0    
R00500,A0032,1775209680000,0.3733500000,100.5400000000,0    
R00069,A0033,1772701740000,29.8660000000,27.4000000000,0    
R00642,A0032,1775917080000,15.1003000000,11.8900000000,1    
R00091,A0033,1772808900000,13.5890000000,38.1000000000,0    
R00674,A0032,1776081780000,3.3164500000,46.8000000000,0     
R00273,A0033,1773822180000,31.0323000000,28.4700000000,0    
R00142,A0047,1773131220000,34.5300000000,34.5300000000,0    
R00282,A0033,1773913440000,11.5900000000,40.0600000000,0    
R00221,A0047,1773537540000,3.4800000000,38.0100000000,1     
R00345,A0033,1774294080000,2.6714000000,68.1800000000,0     
R00316,A0047,1774123620000,16.4338000000,16.4200000000,1    
R00402,A0033,1774676040000,124.5997000000,126.2300000000,1  
R00380,A0047,1774543740000,1.4031500000,27.7100000000,0     
R00405,A0033,1774693260000,6.0733500000,190.1600000000,1    
R00484,A0047,1775154840000,54.2057000000,49.7300000000,0    
R00638,A0033,1775880300000,27.1083000000,24.8700000000,1    
R00673,A0047,1776074940000,34.8800000000,32.0000000000,0    
R00008,A0045,1772376360000,7.5692000000,5.9600000000,1      
R00699,A0047,1776211080000,6.8326000000,37.3800000000,0     
R00117,A0045,1773007320000,7.8044000000,7.1600000000,1      
R00042,A0052,1772545380000,8.1348500000,85.6300000000,0     
R00134,A0045,1773078180000,44.2600000000,51.4200000000,0    
R00088,A0052,1772776860000,14.3100000000,99.9400000000,0    
R00151,A0045,1773188220000,13.2400000000,64.6600000000,0    
R00094,A0052,1772833500000,78.8942000000,172.3200000000,0   
R00157,A0045,1773203520000,20.1930000000,80.5600000000,0    
R00099,A0052,1772892180000,130.6256000000,292.1600000000,1  
R00240,A0045,1773638700000,10.4200000000,83.8200000000,0    
R00118,A0052,1773012060000,8.6051000000,382.7400000000,1    
R00252,A0045,1773727440000,45.5803000000,75.4500000000,0    
R00219,A0052,1773522360000,16.8841000000,106.0700000000,1   
R00303,A0045,1774050060000,2.2600500000,70.1000000000,0     
R00227,A0052,1773548160000,0.1947500000,108.1200000000,1    
R00437,A0045,1774890600000,63.2079000000,49.7700000000,0    
R00387,A0052,1774573080000,28.7869000000,26.4100000000,0    
R00453,A0045,1774969620000,81.6700000000,131.4400000000,0   
R00398,A0052,1774659720000,19.9000000000,46.3100000000,1    
R00460,A0045,1775005620000,66.9200000000,198.3600000000,0   
R00401,A0052,1774671780000,119.3700000000,165.6800000000,1  
R00561,A0045,1775531220000,141.3510000000,259.8900000000,0  
R00494,A0052,1775194440000,14.7913000000,152.8400000000,0   
R00599,A0045,1775676300000,10.0800000000,121.3800000000,0   
R00600,A0052,1775677860000,28.0021000000,39.2600000000,0    
R00640,A0045,1775910240000,38.1500000000,156.3800000000,1   
R00663,A0052,1776040620000,2.2500000000,27.9400000000,0     
R00682,A0045,1776108480000,6.5400000000,162.3800000000,0    
R00664,A0052,1776044580000,3.6945500000,66.8300000000,0     
R00180,A0051,1773355140000,59.9300000000,59.9300000000,0    
R00675,A0052,1776091800000,42.6953000000,106.0000000000,0   
R00202,A0051,1773473460000,33.4300000000,93.3600000000,1    
R00690,A0052,1776149100000,100.5600000000,206.5600000000,0  
R00228,A0051,1773558840000,7.0741000000,99.8500000000,1     
R00011,A0012,1772401800000,168.9354000000,133.0200000000,1  
R00381,A0051,1774546620000,6.3111000000,5.7900000000,0      
R00043,A0012,1772558040000,25.0482000000,156.0000000000,0   
R00404,A0051,1774683780000,2.1156500000,28.0600000000,1     
R00051,A0012,1772579100000,27.0320000000,180.8000000000,0   
R00516,A0051,1775303640000,37.9476000000,29.8800000000,1    
R00122,A0012,1773020220000,12.5600000000,60.3400000000,0    
R00528,A0051,1775382480000,14.1800000000,44.0600000000,1    
R00307,A0012,1774079700000,3.9700500000,41.7900000000,1     
R00557,A0051,1775506500000,27.8892000000,66.0200000000,0    
R00465,A0012,1775040480000,9.1124000000,8.3600000000,0      
R00590,A0051,1775653080000,24.3942000000,88.4000000000,0    
R00548,A0012,1775466120000,7.7281000000,15.4500000000,0     
R00566,A0012,1775560740000,2.2781000000,17.5400000000,0     
R00623,A0012,1775782980000,0.5386500000,14.8500000000,0     
R00637,A0012,1775879820000,2.3902000000,40.0100000000,1     
R00062,A0014,1772659380000,38.7386000000,35.5400000000,0    
R00149,A0014,1773171420000,0.6384000000,42.2600000000,0     
R00203,A0014,1773475080000,2.3835500000,31.8100000000,1     
R00299,A0014,1774025520000,61.4324000000,81.4500000000,0    
R00382,A0014,1774560420000,4.4254000000,60.4200000000,0     
R00388,A0014,1774577580000,222.9400000000,283.3600000000,0  
R00432,A0014,1774856880000,40.0700000000,267.0700000000,0   
R00482,A0014,1775142960000,137.0566000000,392.8100000000,0  
R00698,A0014,1776206820000,6.6100000000,6.6100000000,0      
R00115,A0049,1772993400000,9.1567000000,7.2100000000,1      
R00340,A0049,1774272960000,5.9187000000,5.4300000000,0      
R00411,A0049,1774727400000,7.3684000000,12.1900000000,1     
R00418,A0049,1774743600000,0.9272000000,21.9500000000,1     
R00485,A0049,1775157780000,0.6127500000,22.9700000000,0     
R00602,A0049,1775703420000,0.8151000000,15.0300000000,0     
R00676,A0049,1776093720000,15.4800000000,24.0600000000,0    
R00681,A0049,1776104160000,129.1082000000,125.7200000000,0  
R00035,A0007,1772511780000,14.0716000000,11.0800000000,0    
R00150,A0007,1773181800000,14.6939000000,11.5700000000,0    
R00164,A0007,1773238860000,0.9006000000,21.0500000000,0     
R00186,A0007,1773375480000,91.4400000000,93.0500000000,0    
R00262,A0007,1773775500000,17.3101000000,106.6800000000,0   
R00338,A0007,1774270920000,7.3600000000,20.9900000000,0     
R00424,A0007,1774789440000,18.3338000000,24.1800000000,1    
R00429,A0007,1774828740000,4.6711500000,73.3500000000,1     
R00431,A0007,1774833240000,0.8787500000,82.6000000000,0     
R00678,A0007,1776099300000,25.6286000000,20.1800000000,0    
R00041,A0019,1772543580000,29.5400000000,29.5400000000,0    
R00225,A0019,1773544260000,109.9900000000,109.9900000000,1  
R00334,A0019,1774226460000,5.6496500000,59.4700000000,0     
R00410,A0019,1774722360000,26.9200000000,86.3900000000,1    
R00451,A0019,1774965060000,13.3198000000,39.1400000000,0    
R00527,A0019,1775381940000,29.4300000000,41.6500000000,1    
R00585,A0019,1775619060000,0.5215500000,34.9200000000,0     
R00628,A0019,1775817240000,12.4333000000,44.7100000000,0    
R00669,A0019,1776058560000,26.7843000000,36.3700000000,0    
R00025,A0058,1772477820000,12.7254000000,10.0200000000,0    
R00085,A0058,1772764860000,6.0059000000,15.5300000000,0     
R00127,A0058,1773054600000,68.2600000000,83.7900000000,0    
R00173,A0058,1773316440000,8.4474000000,162.6900000000,0    
R00189,A0058,1773387000000,53.1266000000,205.9200000000,0   
R00205,A0058,1773485640000,32.8041000000,231.7500000000,1   
R00222,A0058,1773540180000,1.8933500000,251.6800000000,1    
R00233,A0058,1773574440000,9.3100000000,260.9900000000,1    
R00242,A0058,1773648840000,2.6980000000,289.3900000000,0    
R00243,A0058,1773653220000,106.2863000000,373.0800000000,0  
R00263,A0058,1773777120000,49.3900000000,354.2100000000,0   
R00309,A0058,1774096260000,11.6630000000,201.4200000000,1   
R00314,A0058,1774120020000,14.0400000000,215.4600000000,1   
R00372,A0058,1774465200000,40.3479000000,56.5100000000,0    
R00379,A0058,1774540920000,101.6207000000,149.7400000000,0  
R00509,A0058,1775260140000,15.4017000000,14.1300000000,0    
R00581,A0058,1775606400000,17.2438000000,29.9500000000,0    
R00583,A0058,1775614380000,32.6500000000,62.6000000000,0    
R00687,A0058,1776142080000,88.1126000000,117.8500000000,0   
R00064,A0044,1772666160000,28.9831000000,26.5900000000,0    
R00254,A0044,1773730740000,32.5374000000,25.6200000000,0    
R00256,A0044,1773736380000,50.6300000000,76.2500000000,0    
R00322,A0044,1774145700000,10.8186000000,190.1300000000,1   
R00403,A0044,1774679220000,34.7056000000,145.7200000000,1   
R00414,A0044,1774733940000,39.4300000000,185.1500000000,1   
R00456,A0044,1774994340000,6.8324000000,143.1900000000,0    
R00471,A0044,1775077380000,71.0311000000,199.1200000000,0   
R00474,A0044,1775091420000,28.9900000000,228.1100000000,0   
R00022,A0046,1772459100000,0.6507500000,6.8500000000,0      
R00068,A0046,1772696580000,0.1928500000,8.8800000000,0      
R00125,A0046,1773048180000,7.0850000000,15.3800000000,0     
R00197,A0046,1773434880000,19.2151000000,21.6300000000,0    
R00211,A0046,1773503940000,2.7795000000,24.1800000000,1     
R00215,A0046,1773511860000,17.3200000000,41.5000000000,1    
R00301,A0046,1774033860000,35.1852000000,67.2800000000,0    
R00344,A0046,1774290900000,12.1600000000,44.4400000000,0    
R00413,A0046,1774731600000,9.2200000000,21.3800000000,1     
R00469,A0046,1775070480000,13.8539000000,21.9300000000,0    
R00551,A0046,1775494980000,24.4500000000,37.1600000000,0    
R00059,A0022,1772641500000,12.8075000000,11.7500000000,0    
R00097,A0022,1772884440000,36.4605000000,45.2000000000,1    
R00133,A0022,1773073560000,24.8285000000,64.7500000000,0    
R00349,A0022,1774323300000,19.9100000000,19.9100000000,0    
R00369,A0022,1774448880000,8.2042000000,26.3700000000,0     
R00440,A0022,1774892580000,13.3600000000,39.7300000000,0    
R00444,A0022,1774914600000,0.4104000000,44.0500000000,0     
R00464,A0022,1775034960000,15.2491000000,38.1300000000,0    
R00510,A0022,1775260440000,0.4883000000,36.8100000000,0     
R00615,A0022,1775743560000,19.4400000000,24.5800000000,0    
R00667,A0022,1776053940000,17.2700500000,201.2300000000,0   
R00683,A0022,1776128160000,1.4364000000,216.3500000000,0    
R00013,A0029,1772426760000,8.7884000000,6.9200000000,0      
R00015,A0029,1772434260000,5.6468000000,66.3600000000,0     
R00113,A0029,1772990340000,7.0741000000,72.8500000000,1     
R00135,A0029,1773085200000,200.5457000000,164.4000000000,0  
R00165,A0029,1773241920000,11.8491000000,173.7300000000,0   
R00210,A0029,1773502320000,9.2000000000,182.9300000000,1    
R00253,A0029,1773727920000,31.1413000000,47.1000000000,0    
R00294,A0029,1773997440000,4.7879000000,41.5400000000,0     
R00317,A0029,1774131180000,2.3997000000,57.6000000000,1     
R00327,A0029,1774154340000,71.2343000000,113.6900000000,1   
R00328,A0029,1774156080000,123.3200000000,237.0100000000,1  
R00336,A0029,1774251360000,15.0202000000,250.7900000000,0   
R00442,A0029,1774901040000,0.2194500000,2.3100000000,0      
R00518,A0029,1775327040000,3.0989000000,34.9300000000,1     
R00545,A0029,1775457300000,0.5415000000,40.6300000000,0     
R00555,A0029,1775498280000,56.4642000000,85.0900000000,0    
R00560,A0029,1775519880000,20.1549000000,98.6500000000,0    
R00688,A0029,1776144360000,2.3161000000,24.3800000000,0     
R00049,A0015,1772570580000,24.1681000000,19.0300000000,0    
R00061,A0015,1772652840000,19.2494000000,36.6900000000,0    
R00214,A0015,1773511320000,24.7975000000,22.7500000000,1    
R00295,A0015,1773999780000,17.4800000000,40.2300000000,0    
R00353,A0015,1774344420000,13.1500000000,30.6300000000,0    
R00375,A0015,1774475760000,11.2395000000,39.4800000000,0    
R00447,A0015,1774935720000,27.4320000000,43.6000000000,0    
R00524,A0015,1775354340000,81.0895000000,85.4500000000,1    
R00549,A0015,1775479140000,6.0904500000,149.5600000000,0    
R00568,A0015,1775567820000,18.0600000000,146.0200000000,0   
R00680,A0015,1776100860000,40.6100000000,58.6700000000,0    
