config,model,platform,interface,version,skills,category,task,n,started_at,valid,success,asserts_passed,asserts_failed,asserts_skipped,total_asserts,wall_time_s,rate_limit_wait_s,platform_time_s,local_time_s,sleep_calls,sleep_time_s,input_tokens,output_tokens,total_tokens,cost_usd,llm_calls,interface_calls,python_calls,bash_calls,read_calls,write_calls,edit_calls,glob_calls,grep_calls,todo_calls,skill_calls,failed_commands,denied_calls,error,run_dir
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,official,inference,recsys,1,2026-06-19T13:38:46.156510+00:00,True,True,3,0,0,3,87.32,0.0,0.0,87.32,0,0.0,14893,1981,16874,0.010418,10,0,1,2,4,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/official/inference/recsys/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,official,feature,backfill,1,2026-06-19T13:38:15.226808+00:00,True,False,1,2,0,3,143.5,0.0,51.76,91.74,0,0.0,12,4533,4545,0.068031,12,9,0,2,0,0,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/official/feature/backfill/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,feature,ingest,1,2026-06-19T13:40:05.431259+00:00,True,True,3,0,0,3,132.85,0.0,0.0,132.85,0,0.0,22018,1608,23626,0.045087,23,11,0,10,3,0,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/feature/ingest/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,none,feature,backfill,1,2026-06-19T13:41:55.305356+00:00,True,True,3,0,0,3,42.87,0.0,13.93,28.94,0,0.0,7,1598,1605,0.023991,6,1,0,2,1,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/no-skills/feature/backfill/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,official,feature,backfill,1,2026-06-19T13:43:53.850009+00:00,True,True,3,0,0,3,39.6,0.0,15.59,24.01,0,0.0,6,1298,1304,0.019488,5,1,0,1,1,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/official/feature/backfill/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,none,feature,mit,1,2026-06-19T13:45:52.918002+00:00,True,True,3,0,0,3,203.97,0.0,78.18,125.79,0,0.0,14,7505,7519,0.112617,20,15,0,1,2,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/no-skills/feature/mit/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,official,feature,mit,1,2026-06-19T13:50:30.470916+00:00,True,True,3,0,0,3,197.88,0.0,103.24,94.64,0,0.0,15,5747,5762,0.08625,18,14,0,2,0,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/official/feature/mit/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,none,feature,mit,1,2026-06-19T13:55:08.167748+00:00,True,True,3,0,0,3,66.29,0.0,38.53,27.76,0,0.0,7,1545,1552,0.023196,5,1,0,2,0,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/no-skills/feature/mit/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,official,feature,mit,1,2026-06-19T13:57:25.741157+00:00,True,True,3,0,0,3,59.74,0.0,14.1,45.64,0,0.0,7,2584,2591,0.038781,5,1,0,2,0,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/official/feature/mit/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,none,inference,vector_search,1,2026-06-19T13:41:23.475147+00:00,False,False,0,2,1,3,1039.38,0.0,0.0,1039.38,0,0.0,47258,7858,55116,0.035416,64,33,1,26,1,2,0,0,0,0,0,0,1,deliverable not found on the platform,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/no-skills/inference/vector_search/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,none,feature,validate,1,2026-06-19T13:59:36.187909+00:00,True,True,4,0,0,4,192.45,0.0,24.9,167.55,0,0.0,16,4313,4329,0.064743,19,6,0,8,1,3,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/no-skills/feature/validate/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,official,feature,validate,1,2026-06-19T14:10:50.105655+00:00,True,True,4,0,0,4,209.76,0.0,30.25,179.51,0,0.0,14,10967,10981,0.164547,13,6,0,3,2,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/official/feature/validate/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,none,feature,validate,1,2026-06-19T14:15:30.933781+00:00,True,True,4,0,0,4,63.3,0.0,31.46,31.84,0,0.0,7,1628,1635,0.024441,6,1,0,2,1,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/no-skills/feature/validate/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,official,inference,vector_search,1,2026-06-19T13:59:57.880280+00:00,False,False,0,2,1,3,661.75,0.0,0.0,661.75,0,0.0,41693,4671,46364,0.027853,46,28,1,13,1,2,0,0,0,0,0,0,3,deliverable not found on the platform,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/official/inference/vector_search/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,official,feature,validate,1,2026-06-19T14:17:49.403986+00:00,True,True,4,0,0,4,45.86,0.0,13.74,32.12,0,0.0,8,1657,1665,0.024879,7,1,0,3,1,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/official/feature/validate/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,none,feature,incremental_load,1,2026-06-19T14:19:48.398223+00:00,True,True,4,0,0,4,201.54,0.0,110.59,90.95,0,0.0,25,3417,3442,0.05133,23,18,0,2,0,2,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/no-skills/feature/incremental_load/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,feature,ingest,1,2026-06-19T14:08:43.720941+00:00,True,True,3,0,0,3,912.36,0.0,0.0,912.36,0,0.0,39718,8869,48587,0.126094,37,18,6,3,4,2,5,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/feature/ingest/2
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,official,feature,incremental_load,1,2026-06-19T14:24:29.827664+00:00,True,True,4,0,0,4,195.73,0.0,116.56,79.17,0,0.0,21,2967,2988,0.044568,22,15,0,3,0,3,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/official/feature/incremental_load/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,none,feature,incremental_load,1,2026-06-19T14:44:24.453060+00:00,True,True,4,0,0,4,111.01,0.0,29.1,81.91,0,0.0,18,3779,3797,0.056739,17,5,0,3,1,7,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/no-skills/feature/incremental_load/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,official,feature,incremental_load,1,2026-06-19T14:47:29.489867+00:00,True,False,3,1,0,4,50.31,0.0,13.54,36.77,0,0.0,6,1023,1029,0.015363,6,1,0,3,0,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/official/feature/incremental_load/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,none,feature,full_reload,1,2026-06-19T15:22:29.619254+00:00,True,True,3,0,0,3,78.3,0.0,42.43,35.87,0,0.0,11,1470,1481,0.022083,11,8,0,1,1,0,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/no-skills/feature/full_reload/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,none,inference,vector_search,1,2026-06-19T14:18:58.355283+00:00,True,True,3,0,0,3,1081.51,14.0,0.0,1081.51,0,0.0,24105,1904,26009,0.014908,20,12,0,5,0,1,1,0,0,0,0,0,5,,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/no-skills/inference/vector_search/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,official,feature,full_reload,1,2026-06-19T15:25:05.852663+00:00,True,True,3,0,0,3,74.28,0.0,43.2,31.08,0,0.0,11,1608,1619,0.024153,12,8,0,2,1,0,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/official/feature/full_reload/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,none,feature,full_reload,1,2026-06-19T15:27:49.694633+00:00,True,True,3,0,0,3,52.22,0.0,21.12,31.1,0,0.0,7,1843,1850,0.027666,6,1,0,2,1,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/no-skills/feature/full_reload/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,official,feature,full_reload,1,2026-06-19T15:30:02.562747+00:00,True,True,3,0,0,3,67.98,0.0,36.37,31.61,0,0.0,7,1375,1382,0.020646,6,1,0,2,1,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/official/feature/full_reload/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,official,inference,vector_search,1,2026-06-19T15:26:39.651247+00:00,False,False,1,1,1,3,448.6,0.0,0.0,448.6,0,0.0,32331,5080,37411,0.023786,35,10,7,3,5,2,7,0,0,0,0,0,0,deliverable not found on the platform,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/official/inference/vector_search/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,none,ops,lineage,1,2026-06-19T15:35:27.950545+00:00,False,False,2,1,0,3,469.68,0.0,0.0,469.68,0,0.0,28493,2399,30892,0.017845,33,24,0,2,4,2,0,0,0,0,0,0,2,deliverable not found on the platform,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/no-skills/ops/lineage/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,none,feature,training_data,1,2026-06-19T15:32:21.825637+00:00,True,True,4,0,0,4,718.22,0.0,344.89,373.33,0,0.0,49,19774,19823,0.296757,49,38,1,3,3,1,2,0,0,0,0,2,1,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/no-skills/feature/training_data/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,official,ops,lineage,1,2026-06-19T15:44:37.668369+00:00,False,False,2,1,0,3,277.25,0.0,0.0,277.25,0,0.0,24066,2169,26235,0.015286,21,14,1,3,2,1,0,0,0,0,0,0,2,deliverable not found on the platform,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/official/ops/lineage/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,official,ops,lineage,1,2026-06-19T15:50:34.231870+00:00,False,False,2,1,0,3,280.37,0.0,0.0,280.37,0,0.0,24302,3332,27634,0.017149,21,7,0,2,4,1,6,0,0,0,0,0,0,deliverable not found on the platform,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/official/ops/lineage/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,feature,ingest,1,2026-06-19T14:25:08.869795+00:00,True,True,3,0,0,3,2427.02,6.0,0.0,2427.02,0,0.0,54641,16103,70744,0.202734,78,39,22,7,3,6,0,0,0,0,0,0,2,,/Users/wolffbe/workspace/banter/testbed/results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/feature/ingest/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,official,feature,training_data,1,2026-06-19T15:45:34.185835+00:00,True,True,4,0,0,4,890.39,0.0,366.92,523.47,0,0.0,76,31158,31234,0.467598,86,62,0,19,2,1,1,0,0,0,0,0,1,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/official/feature/training_data/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,feature,backfill,1,2026-06-19T15:59:50.626063+00:00,True,True,3,0,0,3,342.86,0.0,0.0,342.86,0,0.0,25051,4009,29060,0.067644,42,20,0,19,2,0,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/feature/backfill/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,none,feature,training_data,1,2026-06-19T16:01:34.848922+00:00,True,True,4,0,0,4,588.74,0.0,236.45,352.29,0,0.0,25,21736,21761,0.326115,24,10,0,2,1,8,2,0,0,0,0,4,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/no-skills/feature/training_data/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,official,feature,training_data,1,2026-06-19T16:12:45.527395+00:00,True,True,4,0,0,4,1378.05,0.0,672.54,705.51,0,0.0,57,40403,40460,0.606216,55,40,0,9,1,4,0,0,0,0,0,1,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/official/feature/training_data/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,none,feature,leakage,1,2026-06-19T16:37:02.928053+00:00,True,True,2,0,0,2,458.97,0.0,251.74,207.23,2,90.0,40,9701,9741,0.145635,41,34,0,2,2,2,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/no-skills/feature/leakage/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,official,feature,leakage,1,2026-06-19T16:45:49.772219+00:00,True,True,2,0,0,2,177.5,0.0,82.43,95.07,0,0.0,27,5363,5390,0.080526,30,21,0,4,1,1,0,0,0,0,1,4,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/official/feature/leakage/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,none,feature,leakage,1,2026-06-19T16:49:57.426603+00:00,True,True,2,0,0,2,32.89,0.0,0.0,32.89,0,0.0,7,1853,1860,0.027816,5,0,1,2,0,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/no-skills/feature/leakage/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,official,feature,leakage,1,2026-06-19T16:51:34.331183+00:00,True,True,2,0,0,2,80.29,0.0,2.41,77.88,0,0.0,11,4356,4367,0.065373,8,1,0,2,1,1,0,0,0,0,1,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/official/feature/leakage/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,none,capstone,ccfraud,1,2026-06-19T15:56:29.928319+00:00,True,False,4,2,0,6,3600.04,0.0,0.0,3600.04,15,2130.0,103438,11209,114647,0.068532,141,87,0,33,1,3,17,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/no-skills/capstone/ccfraud/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,none,training,train,1,2026-06-19T16:54:04.929545+00:00,True,True,4,0,0,4,357.02,0.0,159.17,197.85,0,0.0,35,10020,10055,0.150405,33,25,0,4,0,2,1,0,0,0,0,4,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/no-skills/training/train/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,none,capstone,ccfraud,1,2026-06-19T16:57:48.428307+00:00,True,False,4,2,0,6,421.91,0.0,0.0,421.91,0,0.0,37997,9429,47426,0.033142,22,17,0,2,2,0,0,0,0,0,0,0,6,,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/no-skills/capstone/ccfraud/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,feature,backfill,1,2026-06-19T16:06:57.123816+00:00,True,True,3,0,0,3,3600.02,2.0,0.0,3600.02,0,0.0,52017,5340,57357,0.118075,52,46,0,5,4,0,0,0,0,0,0,0,2,,/Users/wolffbe/workspace/banter/testbed/results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/feature/backfill/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,feature,backfill,1,2026-06-19T17:08:40.677691+00:00,True,True,3,0,0,3,406.55,0.0,0.0,406.55,0,0.0,49466,13288,62754,0.173859,58,26,7,15,4,3,2,0,0,0,0,0,4,,/Users/wolffbe/workspace/banter/testbed/results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/feature/backfill/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,official,capstone,ccfraud,1,2026-06-19T17:06:15.612282+00:00,False,False,1,3,2,6,839.25,0.0,0.0,839.25,0,0.0,61831,23787,85618,0.066596,50,15,0,4,4,8,18,0,0,0,0,0,4,deliverable not found on the platform,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/official/capstone/ccfraud/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,feature,backfill,1,2026-06-19T17:16:47.342640+00:00,True,True,3,0,0,3,228.0,0.0,0.0,228.0,0,0.0,51816,9200,61016,0.146724,29,21,2,3,4,1,0,0,0,0,0,0,3,,/Users/wolffbe/workspace/banter/testbed/results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/feature/backfill/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,official,training,train,1,2026-06-19T17:01:29.466526+00:00,True,True,4,0,0,4,1211.0,0.0,206.39,1004.61,0,0.0,44,48029,48073,0.720567,42,28,1,5,2,5,0,0,0,0,0,4,2,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/official/training/train/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,feature,mit,1,2026-06-19T17:21:46.761068+00:00,True,True,3,0,0,3,605.88,0.0,0.0,605.88,2,90.0,50020,8273,58293,0.137077,61,53,0,2,4,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/feature/mit/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,none,training,train,1,2026-06-19T17:22:54.176982+00:00,True,True,4,0,0,4,564.1,0.0,249.34,314.76,0,0.0,48,17506,17554,0.262734,47,31,0,8,1,6,0,0,0,0,0,6,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/no-skills/training/train/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,official,training,train,1,2026-06-19T17:33:28.791988+00:00,True,True,4,0,0,4,197.7,0.0,47.25,150.45,0,0.0,20,9054,9074,0.13587,19,6,0,3,1,6,0,0,0,0,1,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/official/training/train/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,none,training,mdt,1,2026-06-19T17:38:06.936473+00:00,True,True,3,0,0,3,215.87,0.0,83.03,132.84,0,0.0,18,7450,7468,0.111804,23,18,0,2,1,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/no-skills/training/mdt/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,none,capstone,airquality,1,2026-06-19T17:21:31.819768+00:00,False,False,1,3,2,6,1243.16,0.0,0.0,1243.16,0,0.0,60729,7531,68260,0.041661,85,65,1,3,4,4,7,0,0,0,0,0,2,deliverable not found on the platform,/Users/wolffbe/workspace/banter/testbed/results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/no-skills/capstone/airquality/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,official,training,mdt,1,2026-06-19T17:42:59.803891+00:00,True,True,3,0,0,3,245.3,0.0,95.3,150.0,0,0.0,14,8128,8142,0.121962,20,15,0,2,1,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/official/training/mdt/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,none,training,mdt,1,2026-06-19T17:48:20.892438+00:00,True,True,3,0,0,3,48.33,0.0,15.37,32.96,0,0.0,7,2034,2041,0.030531,7,1,0,3,1,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/no-skills/training/mdt/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,sdk,5.0.0,official,training,mdt,1,2026-06-19T17:50:35.251095+00:00,True,True,3,0,0,3,42.9,0.0,16.68,26.22,0,0.0,7,1315,1322,0.019746,6,1,0,2,1,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/sdk/5.0.0/official/training/mdt/1
3_hw-full-cli-sdk-skills-sonnet,claude-sonnet-4-6,hopsworks,cli,5.1+alerting,none,training,register,1,2026-06-19T17:52:32.195125+00:00,True,True,3,0,0,3,38.53,0.0,15.1,23.43,0,0.0,9,964,973,0.014487,9,4,0,1,2,1,0,0,0,0,0,0,0,,/Users/wolffbe/workspace/banter/testbed/results/3_hw-full-cli-sdk-skills-sonnet/claude-sonnet-4-6/hopsworks/cli/5.1+alerting/no-skills/training/register/1
