config,model,platform,interface,version,skills,category,task,n,started_at,valid,success,asserts_passed,asserts_failed,asserts_skipped,total_asserts,wall_time_s,rate_limit_wait_s,platform_time_s,local_time_s,sleep_calls,sleep_time_s,input_tokens,output_tokens,total_tokens,cost_usd,llm_calls,interface_calls,python_calls,bash_calls,read_calls,write_calls,edit_calls,glob_calls,grep_calls,todo_calls,skill_calls,failed_commands,denied_calls,error,run_dir
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,inference,odt,1,2026-06-20T03:49:31.798408+00:00,True,True,3,0,0,3,272.94,0.0,0.0,272.94,0,0.0,69557,7289,76846,0.159003,40,30,3,4,3,1,0,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/inference/odt/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,inference,skew,1,2026-06-20T03:55:15.762611+00:00,True,True,2,0,0,2,112.02,0.0,0.0,112.02,0,0.0,46730,3059,49789,0.093037,16,8,0,3,3,1,0,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/inference/skew/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,inference,skew,1,2026-06-20T03:58:14.421283+00:00,True,True,2,0,0,2,124.54,0.0,0.0,124.54,0,0.0,40195,1376,41571,0.070612,4,0,0,1,2,1,0,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/inference/skew/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,inference,skew,1,2026-06-20T04:01:23.259630+00:00,True,True,2,0,0,2,64.08,0.0,0.0,64.08,0,0.0,19484,3852,23336,0.058116,16,0,4,5,4,2,0,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/inference/skew/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,inference,skew,1,2026-06-20T04:03:34.200557+00:00,True,True,2,0,0,2,124.7,0.0,0.0,124.7,0,0.0,47670,3536,51206,0.098025,24,0,4,14,4,1,0,0,0,0,0,0,1,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/inference/skew/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,inference,llm_serving,1,2026-06-20T04:06:44.472306+00:00,True,False,2,1,0,3,341.96,0.0,0.0,341.96,0,0.0,45927,5925,51852,0.113328,61,50,1,2,2,3,3,0,0,0,0,0,1,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/inference/llm_serving/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,inference,llm_serving,1,2026-06-20T04:13:41.760946+00:00,True,False,2,1,0,3,580.32,0.0,0.0,580.32,0,0.0,36935,5333,42268,0.0954,66,45,1,6,5,11,1,0,0,0,0,0,2,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/inference/llm_serving/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,inference,llm_serving,1,2026-06-20T04:24:38.319003+00:00,True,True,3,0,0,3,678.01,0.0,0.0,678.01,0,0.0,90898,24873,115771,0.322894,91,57,7,9,8,5,5,0,0,0,0,0,2,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/inference/llm_serving/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,inference,llm_serving,1,2026-06-20T04:37:03.919303+00:00,True,False,2,1,0,3,612.07,0.0,0.0,612.07,0,0.0,98694,32071,130765,0.388574,91,22,23,20,4,14,8,0,0,0,0,0,2,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/inference/llm_serving/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,inference,recsys,1,2026-06-20T04:48:23.347462+00:00,True,True,3,0,0,3,232.49,0.0,0.0,232.49,2,60.0,35904,4658,40562,0.088791,49,41,2,5,6,1,2,0,0,0,0,0,2,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/inference/recsys/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,inference,recsys,1,2026-06-20T04:53:27.350880+00:00,True,True,3,0,0,3,426.3,0.0,0.0,426.3,2,25.0,34613,7413,42026,0.107517,81,63,1,14,7,1,2,0,0,0,0,0,2,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/inference/recsys/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,inference,recsys,1,2026-06-20T05:01:48.710933+00:00,True,True,3,0,0,3,203.1,0.0,0.0,203.1,0,0.0,41049,11170,52219,0.145348,33,23,3,4,4,2,0,0,0,0,0,0,1,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/inference/recsys/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,inference,recsys,1,2026-06-20T05:06:23.833146+00:00,True,True,3,0,0,3,110.09,0.0,0.0,110.09,0,0.0,34139,8475,42614,0.114771,22,15,1,1,4,2,1,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/inference/recsys/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,inference,vector_search,1,2026-06-20T05:09:21.509643+00:00,False,False,1,1,1,3,881.87,0.0,0.0,881.87,0,0.0,113128,22897,136025,0.341419,139,64,3,56,13,0,2,0,0,0,0,0,7,deliverable not found on the platform,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/inference/vector_search/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,inference,vector_search,1,2026-06-20T05:25:15.886840+00:00,False,False,1,1,1,3,1595.87,0.0,0.0,1595.87,0,0.0,137909,40607,178516,0.511416,214,99,3,92,11,5,3,0,0,0,0,0,7,deliverable not found on the platform,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/inference/vector_search/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,inference,vector_search,1,2026-06-20T05:53:04.622446+00:00,True,True,3,0,0,3,935.87,0.0,0.0,935.87,0,0.0,167435,47402,214837,0.606668,133,97,4,7,7,21,0,0,0,0,0,0,6,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/inference/vector_search/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,inference,vector_search,1,2026-06-20T06:09:52.290398+00:00,True,True,3,0,0,3,339.81,0.0,0.0,339.81,0,0.0,51345,13158,64503,0.175703,45,28,3,3,4,2,8,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/inference/vector_search/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,ops,drift,1,2026-06-20T06:16:46.442514+00:00,True,True,3,0,0,3,806.03,0.0,0.0,806.03,0,0.0,65621,10534,76155,0.177436,76,32,1,39,3,1,0,0,0,0,0,0,1,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/ops/drift/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,ops,drift,1,2026-06-20T06:31:21.111810+00:00,True,True,3,0,0,3,227.54,0.0,0.0,227.54,0,0.0,52025,8986,61011,0.145432,78,37,1,36,2,1,0,0,0,0,0,0,2,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/ops/drift/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,ops,drift,1,2026-06-20T06:36:16.053724+00:00,True,True,3,0,0,3,466.13,0.0,0.0,466.13,0,0.0,84447,20663,105110,0.281643,114,45,2,49,2,13,2,0,0,0,0,0,3,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/ops/drift/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,ops,drift,1,2026-06-20T06:45:09.650411+00:00,True,True,3,0,0,3,387.09,0.0,0.0,387.09,0,0.0,49482,11159,60641,0.157915,69,28,1,34,3,2,0,0,0,0,0,0,4,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/ops/drift/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,ops,prediction_monitoring,1,2026-06-20T06:52:44.730638+00:00,True,True,2,0,0,2,1363.75,0.0,0.0,1363.75,1,5.0,56517,8219,64736,0.146418,74,50,0,17,6,0,0,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/ops/prediction_monitoring/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,ops,prediction_monitoring,1,2026-06-20T07:16:38.273832+00:00,True,True,2,0,0,2,364.03,0.0,0.0,364.03,1,5.0,85011,4674,89685,0.162572,77,52,0,31,2,0,0,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/ops/prediction_monitoring/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,ops,prediction_monitoring,1,2026-06-20T07:23:47.857657+00:00,True,True,2,0,0,2,166.1,0.0,0.0,166.1,0,0.0,41421,9753,51174,0.135279,55,25,1,21,5,2,0,0,0,0,0,0,2,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/ops/prediction_monitoring/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,ops,prediction_monitoring,1,2026-06-20T07:27:51.739828+00:00,True,True,2,0,0,2,206.95,0.0,0.0,206.95,0,0.0,46725,12199,58924,0.16158,41,20,0,9,6,5,0,0,0,0,0,0,1,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/ops/prediction_monitoring/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,ops,scheduled_jobs,1,2026-06-20T07:32:33.195229+00:00,True,True,3,0,0,3,102.13,0.0,0.0,102.13,1,30.0,18091,1066,19157,0.035132,22,17,0,1,3,1,0,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/ops/scheduled_jobs/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,ops,scheduled_jobs,1,2026-06-20T07:35:26.865542+00:00,True,True,3,0,0,3,81.7,0.0,0.0,81.7,1,10.0,20506,2219,22725,0.047401,23,18,0,1,3,1,0,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/ops/scheduled_jobs/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,ops,scheduled_jobs,1,2026-06-20T07:38:03.106986+00:00,True,True,3,0,0,3,859.02,0.0,0.0,859.02,0,0.0,51280,13079,64359,0.175012,57,0,22,9,3,17,6,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/ops/scheduled_jobs/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,ops,scheduled_jobs,1,2026-06-20T07:53:39.733114+00:00,True,True,3,0,0,3,173.71,0.0,0.0,173.71,0,0.0,36998,3556,40554,0.082167,29,18,0,4,5,2,0,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/ops/scheduled_jobs/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,ops,alerting,1,2026-06-20T07:57:41.613852+00:00,True,True,3,0,0,3,207.17,0.0,0.0,207.17,1,30.0,25213,3394,28607,0.063274,32,26,0,2,3,1,0,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/ops/alerting/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,ops,alerting,1,2026-06-20T08:02:17.898871+00:00,True,True,3,0,0,3,475.6,0.0,0.0,475.6,1,30.0,31856,4874,36730,0.084339,40,38,0,3,2,1,0,0,0,0,0,0,1,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/ops/alerting/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,ops,alerting,1,2026-06-20T08:11:28.537715+00:00,True,True,3,0,0,3,311.2,0.0,0.0,311.2,1,30.0,33304,9257,42561,0.119384,48,29,5,5,3,5,1,0,0,0,0,0,1,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/ops/alerting/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,ops,alerting,1,2026-06-20T08:17:47.209461+00:00,True,True,3,0,0,3,537.88,0.0,0.0,537.88,0,0.0,56974,11530,68504,0.171936,60,26,2,8,13,2,4,0,5,0,0,0,1,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/ops/alerting/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,ops,lineage,1,2026-06-20T08:27:54.919447+00:00,True,True,3,0,0,3,1130.5,0.0,0.0,1130.5,9,145.0,77267,21160,98427,0.274601,127,106,2,14,6,0,0,0,0,0,0,0,4,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/ops/lineage/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,ops,lineage,1,2026-06-20T08:47:59.267282+00:00,False,False,2,1,0,3,1127.93,0.0,0.0,1127.93,0,0.0,98243,27917,126160,0.356742,152,133,0,19,3,0,0,0,0,0,0,0,3,deliverable not found on the platform,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/ops/lineage/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,ops,lineage,1,2026-06-20T09:08:01.252109+00:00,True,True,3,0,0,3,424.63,0.0,0.0,424.63,0,0.0,53249,8828,62077,0.146084,41,28,3,5,5,3,0,0,0,0,0,0,2,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/ops/lineage/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,ops,lineage,1,2026-06-20T09:16:17.825906+00:00,True,True,3,0,0,3,506.16,0.0,0.0,506.16,0,0.0,50896,9051,59947,0.144227,33,19,6,3,4,1,1,0,0,0,0,0,0,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/ops/lineage/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,capstone,ccfraud,1,2026-06-20T09:25:57.128074+00:00,False,False,3,1,2,6,0,0,0,0,0,0,155492,27033,182525,0.435986,0,0,0,0,0,0,0,0,0,0,0,0,0,agent exited 124 (no deliverable produced),results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/capstone/ccfraud/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,capstone,ccfraud,1,2026-06-20T10:27:29.100036+00:00,False,False,0,4,2,6,0,0,0,0,0,0,143716,47094,190810,0.568779,0,0,0,0,0,0,0,0,0,0,0,0,0,agent exited 124 (no deliverable produced),results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/capstone/ccfraud/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,capstone,ccfraud,1,2026-06-20T11:28:46.346998+00:00,False,False,2,2,2,6,0,0,0,0,0,0,120244,42154,162398,0.496521,0,0,0,0,0,0,0,0,0,0,0,0,0,agent exited 124 (no deliverable produced),results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/capstone/ccfraud/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,capstone,ccfraud,1,2026-06-20T12:30:07.862830+00:00,False,False,0,4,2,6,1478.87,0.0,0.0,1478.87,0,0.0,129239,44055,173294,0.524271,108,81,1,4,6,3,13,0,2,0,0,0,3,deliverable not found on the platform,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/capstone/ccfraud/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,none,capstone,airquality,1,2026-06-20T12:55:59.514497+00:00,True,False,5,1,0,6,2036.68,0.0,0.0,2036.68,0,0.0,104882,17175,122057,0.286135,143,118,2,10,5,8,10,0,0,0,0,0,2,,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/no-skills/capstone/airquality/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,cli,5.1+alerting,official,capstone,airquality,1,2026-06-20T13:31:12.587488+00:00,False,False,2,2,2,6,0,0,0,0,0,0,129803,20655,150458,0.349617,0,0,0,0,0,0,0,0,0,0,0,0,0,agent exited 124 (no deliverable produced),results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/cli/5.1+alerting/official/capstone/airquality/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,none,capstone,airquality,1,2026-06-20T14:50:08.061300+00:00,False,False,0,4,2,6,1763.64,0.0,0.0,1763.64,0,0.0,114527,42070,156597,0.487316,123,84,3,7,12,11,9,0,0,0,0,0,4,deliverable not found on the platform,results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/no-skills/capstone/airquality/1
4_hw-full-cli-sdk-skills-mistral-medium,mistral-medium-3-5,hopsworks,sdk,5.0.0,official,capstone,airquality,1,2026-06-20T15:20:42.337530+00:00,False,False,1,3,2,6,0,0,0,0,0,0,110729,43554,154283,0.492748,0,0,0,0,0,0,0,0,0,0,0,0,0,agent exited 124 (no deliverable produced),results/4_hw-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/hopsworks/sdk/5.0.0/official/capstone/airquality/1
7_hw-cli-opt3-compact-json-opus,claude-opus-4-8,hopsworks,cli-opt3-compact-json,5.1+opt3-compact-json,none,feature,ingest,1,2026-06-22T12:34:34.567322+00:00,True,True,3,0,0,3,149.03,0.0,72.94,76.09,0,0.0,1765,3581,5346,0.570651,15,12,0,2,0,0,0,0,0,0,0,0,0,,results/7_hw-cli-opt3-compact-json-opus/claude-opus-4-8/hopsworks/cli-opt3-compact-json/5.1+opt3-compact-json/no-skills/feature/ingest/1
9_hw-cli-opt5-quiet-opus,claude-opus-4-8,hopsworks,cli-opt5-quiet,5.1+opt5-quiet,none,feature,ingest,1,2026-06-22T12:34:53.849578+00:00,True,True,3,0,0,3,153.68,0.0,56.95,96.73,0,0.0,1763,5859,7622,0.806189,16,10,0,5,0,0,0,0,0,0,0,0,0,,results/9_hw-cli-opt5-quiet-opus/claude-opus-4-8/hopsworks/cli-opt5-quiet/5.1+opt5-quiet/no-skills/feature/ingest/1
10_hw-cli-opt6-stable-output-opus,claude-opus-4-8,hopsworks,cli-opt6-stable-output,5.1+opt6-stable-output,none,feature,ingest,1,2026-06-22T12:34:59.217940+00:00,True,True,3,0,0,3,211.89,0.0,93.7,118.19,0,0.0,1775,7244,9019,1.116254,22,19,0,2,0,0,0,0,0,0,0,2,0,,results/10_hw-cli-opt6-stable-output-opus/claude-opus-4-8/hopsworks/cli-opt6-stable-output/5.1+opt6-stable-output/no-skills/feature/ingest/1
8_hw-cli-opt4-idempotent-opus,claude-opus-4-8,hopsworks,cli-opt4-idempotent,5.1+opt4-idempotent,none,feature,ingest,1,2026-06-22T12:34:49.547641+00:00,True,True,3,0,0,3,242.63,0.0,94.2,148.43,0,0.0,1783,6960,8743,1.123771,24,19,0,4,0,0,0,0,0,0,0,0,0,,results/8_hw-cli-opt4-idempotent-opus/claude-opus-4-8/hopsworks/cli-opt4-idempotent/5.1+opt4-idempotent/no-skills/feature/ingest/1
5_hw-cli-opt1-batch-opus,claude-opus-4-8,hopsworks,cli-opt1-batch,5.1+opt1-batch,none,feature,ingest,1,2026-06-22T12:34:29.749729+00:00,True,True,3,0,0,3,282.64,0.0,84.34,198.3,1,60.0,1779,6582,8361,0.75542,22,16,0,5,0,0,0,0,0,0,0,0,0,,results/5_hw-cli-opt1-batch-opus/claude-opus-4-8/hopsworks/cli-opt1-batch/5.1+opt1-batch/no-skills/feature/ingest/1
6_hw-cli-opt2-session-reuse-opus,claude-opus-4-8,hopsworks,cli-opt2-session-reuse,5.1+opt2-session-reuse,none,feature,ingest,1,2026-06-22T12:34:31.345658+00:00,True,True,3,0,0,3,328.98,0.0,92.77,236.21,0,0.0,1787,11418,13205,1.34281,29,22,0,6,0,0,0,0,0,0,0,0,1,,results/6_hw-cli-opt2-session-reuse-opus/claude-opus-4-8/hopsworks/cli-opt2-session-reuse/5.1+opt2-session-reuse/no-skills/feature/ingest/1
10_hw-cli-opt6-stable-output-opus,claude-opus-4-8,hopsworks,cli-opt6-stable-output,5.1+opt6-stable-output,none,feature,backfill,1,2026-06-22T12:40:35.110959+00:00,True,False,1,2,0,3,287.23,0.0,51.39,235.84,0,0.0,1773,14532,16305,1.245683,20,14,0,5,0,0,0,0,0,0,0,0,1,,results/10_hw-cli-opt6-stable-output-opus/claude-opus-4-8/hopsworks/cli-opt6-stable-output/5.1+opt6-stable-output/no-skills/feature/backfill/1
8_hw-cli-opt4-idempotent-opus,claude-opus-4-8,hopsworks,cli-opt4-idempotent,5.1+opt4-idempotent,none,feature,backfill,1,2026-06-22T12:41:03.893825+00:00,True,True,3,0,0,3,509.06,0.0,138.83,370.23,0,0.0,1801,22186,23987,2.003315,35,28,0,6,0,0,0,0,0,0,0,1,0,,results/8_hw-cli-opt4-idempotent-opus/claude-opus-4-8/hopsworks/cli-opt4-idempotent/5.1+opt4-idempotent/no-skills/feature/backfill/1
5_hw-cli-opt1-batch-opus,claude-opus-4-8,hopsworks,cli-opt1-batch,5.1+opt1-batch,none,feature,backfill,1,2026-06-22T12:41:25.284048+00:00,True,True,3,0,0,3,548.3,0.0,147.6,400.7,0,0.0,1813,23067,24880,2.227812,40,33,0,5,1,0,0,0,0,0,0,1,0,,results/5_hw-cli-opt1-batch-opus/claude-opus-4-8/hopsworks/cli-opt1-batch/5.1+opt1-batch/no-skills/feature/backfill/1
7_hw-cli-opt3-compact-json-opus,claude-opus-4-8,hopsworks,cli-opt3-compact-json,5.1+opt3-compact-json,none,feature,backfill,1,2026-06-22T12:39:17.836870+00:00,True,False,1,2,0,3,693.95,0.0,114.3,579.65,0,0.0,1807,37483,39290,2.850607,39,23,0,15,0,0,0,0,0,0,0,3,0,,results/7_hw-cli-opt3-compact-json-opus/claude-opus-4-8/hopsworks/cli-opt3-compact-json/5.1+opt3-compact-json/no-skills/feature/backfill/1
6_hw-cli-opt2-session-reuse-opus,claude-opus-4-8,hopsworks,cli-opt2-session-reuse,5.1+opt2-session-reuse,none,feature,backfill,1,2026-06-22T12:42:17.855706+00:00,True,False,1,2,0,3,599.74,0.0,150.48,449.26,0,0.0,1819,27388,29207,2.490498,42,35,0,6,0,0,0,0,0,0,0,0,1,,results/6_hw-cli-opt2-session-reuse-opus/claude-opus-4-8/hopsworks/cli-opt2-session-reuse/5.1+opt2-session-reuse/no-skills/feature/backfill/1
9_hw-cli-opt5-quiet-opus,claude-opus-4-8,hopsworks,cli-opt5-quiet,5.1+opt5-quiet,none,feature,backfill,1,2026-06-22T12:39:35.430687+00:00,True,True,3,0,0,3,838.75,0.0,169.49,669.26,4,55.0,1845,33892,35737,3.248398,58,39,0,16,0,1,1,0,0,0,0,1,2,,results/9_hw-cli-opt5-quiet-opus/claude-opus-4-8/hopsworks/cli-opt5-quiet/5.1+opt5-quiet/no-skills/feature/backfill/1
10_hw-cli-opt6-stable-output-opus,claude-opus-4-8,hopsworks,cli-opt6-stable-output,5.1+opt6-stable-output,none,feature,mit,1,2026-06-22T12:46:42.503041+00:00,True,True,3,0,0,3,528.48,0.0,197.32,331.16,0,0.0,1813,22922,24735,2.274765,45,34,0,9,1,0,0,0,0,0,0,0,0,,results/10_hw-cli-opt6-stable-output-opus/claude-opus-4-8/hopsworks/cli-opt6-stable-output/5.1+opt6-stable-output/no-skills/feature/mit/1
7_hw-cli-opt3-compact-json-opus,claude-opus-4-8,hopsworks,cli-opt3-compact-json,5.1+opt3-compact-json,none,feature,mit,1,2026-06-22T12:52:04.275493+00:00,True,True,3,0,0,3,332.19,0.0,173.67,158.52,0,0.0,1787,9947,11734,1.305913,31,24,0,6,0,0,0,0,0,0,0,0,0,,results/7_hw-cli-opt3-compact-json-opus/claude-opus-4-8/hopsworks/cli-opt3-compact-json/5.1+opt3-compact-json/no-skills/feature/mit/1
